Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
Car,11,1,Petrol,2389
Car,13,1,Petrol,1796
Car,15,1,Petrol,1596
Car,9,1,Heavy oil,1905
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2299
Car,5,1,Petrol,1796
Car,4,1,Petrol,1596
Car,9,1,Petrol,1598
Car,6,1,Petrol,1396
Car,7,1,Petrol,1997
Car,6,1,Petrol,1390
Car,16,1,Petrol,3590
Car,9,1,Heavy oil,2497
Car,5,1,Petrol,2597
Car,11,1,Petrol,1590
Car,5,1,Petrol,1984
Car,15,1,Petrol,1235
Car,9,1,Petrol,2494
Car,8,1,Petrol,1195
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1686
Motorcycle 125cc and under,6,1,Petrol,125
Car,1,1,Petrol,2616
Car,15,1,Petrol,988
Car,19,1,Petrol,2962
Motorcycle over 500cc,6,1,Petrol,599
Motorcycle over 500cc,1,1,Petrol,599
Motorcycle over 500cc,4,1,Petrol,988
Car,8,1,Petrol,1998
Car,13,1,Petrol,2156
Car,10,1,Petrol,1998
Car,10,1,Petrol,1590
Car,5,1,Petrol,1598
Car,4,1,Heavy oil,1974
Car,1,1,Heavy oil,1896
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,2496
Goods 7.5 tonnes mgw and over,3,1,Heavy oil,6870
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,9,1,Petrol,1849
Car,8,1,Petrol,1372
Car,5,1,Petrol,1299
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle 125cc and under,1,1,Petrol,125
Other vehicle,20,1,Heavy oil,3860
Taxi/Private hire car,8,1,Petrol,1762
Car,11,1,Petrol,1119
Car,5,1,Petrol,1242
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,8,1,Petrol,1299
Car,2,1,Petrol,2295
Car,9,1,Petrol,1196
Car,5,1,Petrol,1242
Car,3,1,Petrol,1596
Car,5,1,Petrol,1598
Car,2,1,Heavy oil,1870
Car,1,1,Petrol,1794
Car,7,1,Petrol,1149
Car,1,1,Heavy oil,2776
Car,5,1,Petrol,1400
Car,2,1,Heavy oil,1753
Car,7,1,Petrol,1985
Car,4,1,Petrol,1796
Motorcycle over 500cc,6,1,Petrol,1157
Car,2,1,Petrol,1796
Car,13,1,Petrol,1118
Car,15,1,Petrol,1796
Taxi/Private hire car,4,1,Heavy oil,2664
Car,9,1,Petrol,1781
Car,5,1,Petrol,1596
Car,5,1,Petrol,1796
Motorcycle 50cc and under,4,1,Petrol,49
Taxi/Private hire car,6,1,Heavy oil,2664
Car,8,1,Petrol,2000
Motorcycle 125cc and under,12,1,Petrol,89
Car,3,1,Petrol,1995
Car,5,1,Petrol,1989
Car,3,1,Petrol,1388
Car,5,1,Petrol,1679
Car,6,1,Petrol,1998
Car,5,1,Petrol,2000
Motorcycle 125cc and under,12,1,Petrol,124
Car,4,1,Petrol,1984
Motorcycle 125cc and under,2,1,Petrol,125
Car,9,1,Petrol,2000
Motorcycle 125cc and under,2,1,Petrol,124
Car,12,1,Petrol,1597
Car,8,1,Petrol,1970
Car,4,1,Petrol,1598
Car,7,1,Petrol,1389
Car,7,1,Petrol,1998
Car,8,1,Petrol,998
Car,3,1,Petrol,1199
Car,10,1,Petrol,1360
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2402
Car,6,1,Petrol,796
Motorcycle 50cc and under,4,1,Petrol,49
Car,6,1,Petrol,1796
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,6370
Car,5,1,Petrol,1598
Car,10,1,Petrol,1596
Motorcycle 125cc and under,1,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2664
Car,6,1,Heavy oil,1900
Car,6,1,Petrol,1149
Car,6,1,Petrol,1589
Car,12,1,Petrol,1275
Car,11,1,Petrol,2199
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2800
Car,8,1,Petrol,1389
Car,6,1,Petrol,1762
Car,3,1,Heavy oil,1997
Car,8,1,Petrol,1498
Car,3,1,Petrol,1242
Motorcycle over 500cc,3,1,Petrol,599
Other vehicle,16,1,Heavy oil,2200
Car,10,1,Petrol,1581
Car,10,1,Petrol,1597
Car,1,1,Petrol,1781
Car,7,1,Heavy oil,1905
Motorcycle 125cc and under,5,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2446
Car,7,1,Heavy oil,1896
Car,8,1,Petrol,1587
Car,6,1,Petrol,1973
Car,8,1,Petrol,1389
Car,5,1,Petrol,998
Car,2,1,Petrol,1388
Car,2,1,Petrol,1149
Car,5,1,Petrol,1598
Car,5,1,Petrol,1589
Car,7,1,Petrol,1360
Car,3,1,Heavy oil,1896
Car,8,1,Petrol,1396
Car,18,1,Petrol,1990
Motorcycle over 125cc and up to 500cc,1,1,Petrol,499
Car,9,1,Petrol,1242
Motorcycle 125cc and under,7,1,Petrol,124
Car,7,1,Petrol,998
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1998
Car,4,1,Petrol,1596
Car,17,1,Petrol,2849
Car,2,1,Petrol,1240
Car,6,1,Petrol,1199
Car,11,1,Petrol,3000
Car,9,1,Petrol,1498
Car,1,1,Petrol,1598
Car,11,1,Petrol,1597
Goods over 3.5t. and under 7.5t,4,1,Heavy oil,4250
Car,6,1,Heavy oil,1870
Car,9,1,Petrol,998
Car,5,1,Petrol,1796
Motorcycle over 500cc,1,1,Petrol,1171
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2402
Car,7,1,Petrol,1998
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2402
Car,1,1,Heavy oil,1910
Car,10,1,Petrol,1998
Goods 7.5 tonnes mgw and over,7,1,Heavy oil,5861
Car,15,1,Petrol,1789
Car,7,1,Petrol,1797
Van / Goods 3.5 tonnes mgw or under,10,1,Heavy oil,2496
Car,12,1,Petrol,954
Car,9,1,Heavy oil,1686
Car,13,1,Petrol,1396
Van / Goods 3.5 tonnes mgw or under,1,1,Gas/Bi-fuel,2295
Car,7,1,Petrol,1600
Car,4,1,Petrol,1242
Car,9,1,Petrol,1996
Motorcycle 50cc and under,1,1,Petrol,49
Car,12,1,Petrol,1998
Car,1,1,Petrol,1598
Car,2,1,Heavy oil,2982
Car,5,1,Petrol,1590
Car,9,1,Petrol,998
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1573
Car,1,1,Petrol,1390
Car,7,1,Petrol,1998
Motorcycle over 500cc,2,1,Petrol,600
Car,8,1,Petrol,1595
Car,7,1,Petrol,1998
Car,7,1,Heavy oil,2497
Car,6,1,Petrol,1587
Car,7,1,Petrol,1242
Car,2,1,Petrol,1388
Motorcycle over 500cc,14,1,Petrol,1100
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1686
Car,7,1,Petrol,1598
Car,9,1,Petrol,1388
Car,2,1,Heavy oil,2993
Car,12,1,Petrol,1997
Car,8,1,Petrol,1994
Car,10,1,Heavy oil,1753
Car,4,1,Petrol,1396
Car,7,1,Petrol,1998
Car,3,1,Petrol,1390
Car,10,1,Heavy oil,2830
Car,13,1,Petrol,1796
Car,7,1,Petrol,1762
Car,9,1,Petrol,1597
Car,1,1,Heavy oil,2993
Taxi/Private hire car,13,1,Heavy oil,2664
Car,15,1,Petrol,1998
Car,8,1,Petrol,1124
Taxi/Private hire car,15,1,Heavy oil,2664
Car,8,1,Heavy oil,1753
Car,3,1,Heavy oil,1399
Car,7,1,Petrol,2438
Car,9,1,Heavy oil,1994
Bus or coach (17 or more pass seats),7,1,Heavy oil,5900
Motorcycle 125cc and under,2,1,Petrol,124
Car,9,1,Petrol,993
Car,8,1,Petrol,2457
Car,4,1,Petrol,2946
Motorcycle 125cc and under,8,1,Petrol,100
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2151
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,16,1,Petrol,1392
Car,11,1,Heavy oil,1769
Car,7,1,Petrol,1998
Car,4,1,Petrol,1598
Car,10,1,Petrol,1389
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Motorcycle 125cc and under,3,1,Petrol,124
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,10,1,Heavy oil,1905
Car,13,1,Heavy oil,1905
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1870
Motorcycle over 125cc and up to 500cc,5,1,Petrol,234
Car,6,1,Heavy oil,1896
Car,15,1,Petrol,1985
Car,1,1,Petrol,1339
Car,5,1,Petrol,1598
Car,10,1,Petrol,1796
Car,7,1,Petrol,2319
Bus or coach (17 or more pass seats),3,1,Heavy oil,4250
Motorcycle 125cc and under,2,1,Petrol,125
Goods 7.5 tonnes mgw and over,2,1,Heavy oil,12130
Motorcycle 125cc and under,1,1,Petrol,125
Motorcycle over 500cc,2,1,Petrol,645
Car,12,1,Petrol,2150
Car,4,1,Heavy oil,2664
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2500
Bus or coach (17 or more pass seats),2,1,Heavy oil,9200
Car,7,1,Petrol,1370
Car,15,1,Petrol,1781
Car,6,1,Petrol,1984
Car,4,1,Petrol,1390
Car,9,1,Petrol,1998
Car,3,1,Petrol,2435
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2380
Car,7,1,Petrol,1598
Car,1,1,Heavy oil,1997
Car,7,1,Petrol,1242
Car,4,1,Heavy oil,1995
Goods over 3.5t. and under 7.5t,4,1,Heavy oil,4580
Car,4,1,Petrol,1124
Car,5,1,Heavy oil,1527
Car,7,1,Heavy oil,1896
Car,9,1,Petrol,1984
Motorcycle 50cc and under,1,1,Petrol,49
Car,7,1,Petrol,1973
Car,10,1,Petrol,1580
Car,7,1,Petrol,1984
Car,8,1,Petrol,1800
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2461
Car,6,1,Petrol,1587
Car,2,1,Petrol,1390
Car,9,1,Petrol,1597
Car,5,1,Petrol,2494
Car,1,1,Petrol,1242
Car,1,1,Petrol,1796
Car,11,1,Petrol,1598
Bus or coach (17 or more pass seats),3,1,Heavy oil,6700
Bus or coach (17 or more pass seats),3,1,Heavy oil,6700
Car,6,1,Petrol,1796
Car,10,1,Petrol,1200
Motorcycle over 125cc and up to 500cc,1,1,Petrol,398
Car,6,1,Petrol,998
Car,3,1,Heavy oil,1686
Car,5,1,Petrol,1834
Car,8,1,Petrol,1590
Car,12,1,Petrol,1799
Car,17,1,Petrol,1270
Car,10,1,Petrol,1997
Car,8,1,Petrol,1242
Motorcycle 125cc and under,5,1,Petrol,124
Car,8,1,Heavy oil,2088
Car,4,1,Petrol,1199
Motorcycle 125cc and under,2,1,Petrol,98
Car,9,1,Petrol,1998
Car,8,1,Petrol,1596
Car,12,1,Petrol,1998
Bus or coach (17 or more pass seats),5,1,Heavy oil,11500
Car,7,1,Heavy oil,1997
Motorcycle over 500cc,17,1,Petrol,647
Car,6,1,Petrol,1850
Car,2,1,Petrol,1360
Car,12,1,Petrol,1389
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2402
Car,7,1,Petrol,1124
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,12130
Car,8,1,Heavy oil,1870
Car,3,1,Petrol,1199
Motorcycle 125cc and under,6,1,Petrol,124
Motorcycle 50cc and under,18,1,Petrol,49
Car,4,1,Petrol,2435
Car,7,1,Petrol,1360
Car,3,1,Petrol,1390
Car,4,1,Heavy oil,1753
Car,9,1,Petrol,2498
Car,1,1,Petrol,1598
Motorcycle 125cc and under,1,1,Petrol,124
Taxi/Private hire car,13,1,Heavy oil,2664
Car,16,1,Petrol,2316
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,11,1,Petrol,1799
Car,14,1,Petrol,1997
Car,12,1,Petrol,2494
Car,6,1,Petrol,2967
Car,3,1,Petrol,1390
Car,8,1,Heavy oil,1700
Car,1,1,Petrol,1796
Car,9,1,Petrol,1998
Car,16,1,Petrol,1343
Car,15,1,Petrol,1396
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle over 500cc,3,1,Petrol,1188
Car,3,1,Petrol,1360
Car,4,1,Petrol,1390
Car,4,1,Petrol,1598
Car,5,1,Petrol,998
Car,7,1,Petrol,1299
Car,3,1,Petrol,2494
Car,11,1,Petrol,1275
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,6,1,Heavy oil,1896
Car,8,1,Heavy oil,1753
Car,7,1,Petrol,1588
Car,3,1,Petrol,1794
Car,19,1,Petrol,1490
Taxi/Private hire car,4,1,Petrol,1598
Car,6,1,Petrol,1800
Motorcycle over 500cc,14,1,Petrol,600
Car,4,1,Petrol,1997
Car,2,1,Petrol,1360
Car,13,1,Petrol,1590
Motorcycle 125cc and under,3,1,Petrol,100
Car,9,1,Petrol,1298
Car,15,1,Petrol,1598
Car,2,1,Petrol,1198
Car,7,1,Petrol,1396
Car,1,1,Petrol,1396
Car,8,1,Petrol,1581
Motorcycle 125cc and under,1,1,Petrol,125
Motorcycle over 500cc,6,1,Petrol,998
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1753
Car,16,1,Petrol,1390
Car,5,1,Petrol,1781
Car,7,1,Heavy oil,1753
Car,6,1,Petrol,1199
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2461
Car,5,1,Heavy oil,2499
Car,6,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2402
Car,7,1,Petrol,1994
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2151
Car,5,1,Petrol,2492
Taxi/Private hire car,8,1,Heavy oil,2496
Car,13,1,Petrol,1796
Car,6,1,Petrol,1781
Car,11,1,Petrol,1120
Car,12,1,Petrol,1796
Car,4,1,Petrol,1781
Motorcycle over 500cc,4,1,Petrol,955
Car,7,1,Petrol,1390
Minibus (8 - 16 passenger seats),3,1,Heavy oil,2402
Car,17,1,Petrol,1998
Car,8,1,Petrol,1390
Car,1,1,Petrol,1124
Taxi/Private hire car,8,1,Heavy oil,2664
Car,9,1,Petrol,1581
Car,4,1,Petrol,1341
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,7,1,Petrol,1332
Car,1,1,Petrol,999
Motorcycle over 500cc,5,1,Petrol,1052
Car,4,1,Petrol,989
Car,5,1,Petrol,1800
Goods 7.5 tonnes mgw and over,4,1,Heavy oil,11967
Car,10,1,Petrol,1389
Motorcycle 125cc and under,4,1,Petrol,124
Car,10,1,Heavy oil,1753
Car,8,1,Petrol,1390
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,7,1,Heavy oil,2996
Car,5,1,Petrol,1988
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1700
Car,3,1,Petrol,1242
Car,3,1,Petrol,599
Car,9,1,Petrol,1985
Motorcycle over 125cc and up to 500cc,1,1,Petrol,499
Car,4,1,Petrol,1360
Car,11,1,Petrol,3980
Motorcycle 125cc and under,3,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,10,1,Heavy oil,2497
Motorcycle over 500cc,2,1,Petrol,599
Car,1,1,Heavy oil,1896
Car,6,1,Petrol,2494
Car,14,1,Petrol,1598
Motorcycle 125cc and under,5,1,Petrol,125
Car,3,1,Petrol,1149
Bus or coach (17 or more pass seats),2,1,Heavy oil,9000
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2963
Car,2,1,Petrol,4398
Taxi/Private hire car,8,1,Heavy oil,2664
Car,4,1,Petrol,1984
Car,6,1,Petrol,1798
Car,6,1,Petrol,1597
Car,4,1,Petrol,1798
Car,9,1,Petrol,1597
Car,5,1,Petrol,1796
Car,10,1,Petrol,1597
Car,3,1,Petrol,998
Car,3,1,Petrol,1998
Car,7,1,Petrol,1299
Car,4,1,Heavy oil,1995
Car,3,1,Petrol,1798
Car,9,1,Petrol,1998
Car,10,1,Petrol,1598
Car,5,1,Petrol,1598
Car,4,1,Petrol,1998
Car,16,1,Petrol,1796
Car,8,1,Petrol,999
Car,13,1,Petrol,2594
Car,9,1,Petrol,2300
Car,8,1,Petrol,1275
Car,7,1,Petrol,1781
Motorcycle 125cc and under,5,1,Petrol,125
Car,5,1,Heavy oil,1896
Car,4,1,Petrol,993
Car,10,1,Heavy oil,2499
Motorcycle 125cc and under,3,1,Petrol,124
Motorcycle over 500cc,3,1,Petrol,1130
Van / Goods 3.5 tonnes mgw or under,4,1,Petrol,1584
Car,3,1,Petrol,1587
Car,8,1,Petrol,1299
Car,8,1,Petrol,1598
Car,8,1,Petrol,1599
Bus or coach (17 or more pass seats),5,1,Heavy oil,8300
Car,10,1,Petrol,998
Car,5,1,Petrol,1298
Car,9,1,Petrol,1299
Car,10,1,Heavy oil,1587
Car,11,1,Petrol,1998
Car,12,1,Petrol,1389
Car,12,1,Petrol,1998
Car,5,1,Petrol,1991
Car,11,1,Petrol,1998
Car,2,1,Petrol,1794
Car,9,1,Petrol,1390
Car,5,1,Heavy oil,1753
Motorcycle over 500cc,5,1,Petrol,599
Motorcycle 125cc and under,6,1,Petrol,49
Motorcycle over 125cc and up to 500cc,16,1,Petrol,398
Car,10,1,Petrol,1996
Car,9,1,Petrol,1489
Car,11,1,Petrol,1391
Car,5,1,Petrol,1396
Motorcycle 50cc and under,2,1,Petrol,49
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Motorcycle 50cc and under,5,1,Petrol,50
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,2,1,Petrol,2295
Taxi/Private hire car,5,1,Petrol,1988
Car,4,1,Heavy oil,1997
Car,14,1,Petrol,1596
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,4,1,Petrol,1997
Car,5,1,Petrol,1590
Motorcycle 50cc and under,4,1,Petrol,49
Car,13,1,Petrol,1597
Car,10,1,Petrol,2199
Car,4,1,Petrol,599
Car,4,1,Petrol,1390
Car,7,1,Heavy oil,1896
Car,9,1,Petrol,1600
Car,3,1,Petrol,1360
Car,12,1,Petrol,1998
Car,4,1,Petrol,2393
Car,13,1,Petrol,1796
Car,11,1,Petrol,1108
Car,12,1,Petrol,1580
Car,10,1,Petrol,1108
Car,11,1,Petrol,1196
Car,4,1,Petrol,3301
Car,2,1,Petrol,1598
Car,7,1,Petrol,1597
Car,3,1,Petrol,998
Taxi/Private hire car,1,1,Petrol,2979
Motorcycle 50cc and under,5,1,Petrol,49
Car,5,1,Petrol,998
Van / Goods 3.5 tonnes mgw or under,13,1,Heavy oil,2496
Car,2,1,Petrol,2295
Motorcycle 125cc and under,16,1,Petrol,125
Car,7,1,Petrol,1242
Car,17,1,Petrol,1397
Car,8,1,Petrol,1998
Car,9,1,Petrol,2156
Car,1,1,Petrol,1796
Car,6,1,Petrol,1762
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,5,1,Petrol,1998
Car,5,1,Petrol,1598
Car,6,1,Petrol,1997
Car,2,1,Petrol,1149
Car,3,1,Heavy oil,1753
Car,4,1,Heavy oil,1753
Car,15,1,Petrol,1596
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,2,1,Petrol,973
Car,7,1,Petrol,1390
Car,12,1,Petrol,1994
Car,4,1,Petrol,1242
Car,3,1,Heavy oil,2499
Car,7,1,Petrol,1581
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Car,14,1,Petrol,2316
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2800
Car,8,1,Petrol,1762
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,6,1,Petrol,1600
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1753
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,7,1,Petrol,1600
Car,1,1,Petrol,1150
Motorcycle 125cc and under,7,1,Petrol,124
Car,6,1,Petrol,1998
Car,17,1,Petrol,1597
Motorcycle over 125cc and up to 500cc,3,1,Petrol,234
Car,14,1,Petrol,1590
Car,9,1,Petrol,1799
Car,7,1,Petrol,1360
Car,2,1,Petrol,1596
Motorcycle over 500cc,1,1,Petrol,998
Car,2,1,Heavy oil,1896
Car,5,1,Petrol,1124
Car,9,1,Petrol,1389
Car,13,1,Petrol,1587
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,1,1,Petrol,998
Bus or coach (17 or more pass seats),1,1,Heavy oil,8268
Car,7,1,Petrol,1597
Car,6,1,Petrol,1396
Car,5,1,Petrol,1796
Car,12,1,Petrol,1997
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,15,1,Petrol,2000
Car,2,1,Petrol,1360
Motorcycle over 500cc,1,1,Petrol,599
Car,2,1,Petrol,1598
Car,9,1,Petrol,1966
Car,12,1,Petrol,1997
Car,2,1,Heavy oil,1870
Car,10,1,Petrol,1796
Car,6,1,Petrol,1400
Car,6,1,Petrol,1598
Car,6,1,Petrol,1988
Car,11,1,Petrol,1830
Car,10,1,Heavy oil,1753
Car,8,1,Petrol,1396
Car,10,1,Petrol,1242
Car,8,1,Petrol,1598
Car,5,1,Petrol,1989
Car,10,1,Petrol,1596
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,5,1,Petrol,1998
Car,3,1,Petrol,1998
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2496
Car,15,1,Petrol,1595
Car,15,1,Petrol,999
Car,8,1,Petrol,1299
Car,1,1,Petrol,1596
Car,7,1,Heavy oil,2498
Car,8,1,Heavy oil,1896
Car,8,1,Heavy oil,1896
Car,3,1,Petrol,1781
Car,5,1,Heavy oil,2902
Car,5,1,Petrol,1796
Motorcycle 125cc and under,1,1,Petrol,124
Car,7,1,Petrol,1299
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,2,1,Petrol,1587
Car,6,1,Petrol,2967
Motorcycle 50cc and under,2,1,Petrol,49
Motorcycle over 500cc,6,1,Petrol,600
Motorcycle over 500cc,1,1,Petrol,647
Car,7,1,Petrol,1589
Car,8,1,Petrol,1834
Car,6,1,Petrol,1587
Car,1,1,Petrol,1796
Car,6,1,Petrol,1396
Car,10,1,Petrol,1392
Car,1,1,Heavy oil,1997
Car,5,1,Heavy oil,1997
Car,5,1,Petrol,2259
Car,13,1,Petrol,1297
Car,7,1,Petrol,1762
Car,8,1,Heavy oil,1905
Car,7,1,Petrol,1597
Taxi/Private hire car,4,1,Heavy oil,1686
Taxi/Private hire car,9,1,Heavy oil,2664
Car,2,1,Petrol,1596
Car,13,1,Petrol,1593
Car,1,1,Petrol,1796
Car,11,1,Petrol,1108
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2148
Car,8,1,Petrol,1796
Car,11,1,Petrol,1794
Car,2,1,Petrol,1240
Car,16,1,Petrol,1396
Car,1,1,Petrol,1199
Car,1,1,Petrol,1598
Car,2,1,Petrol,1590
Car,6,1,Petrol,796
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2151
Car,18,1,Petrol,1955
Car,5,1,Petrol,1796
Car,8,1,Petrol,998
Car,2,1,Petrol,1598
Bus or coach (17 or more pass seats),4,1,Heavy oil,9600
Car,6,1,Petrol,3199
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,3920
Car,2,1,Petrol,1995
Car,15,1,Petrol,1840
Car,8,1,Petrol,1998
Car,13,1,Petrol,1493
Motorcycle over 500cc,2,1,Petrol,1199
Motorcycle 125cc and under,6,1,Petrol,124
Car,1,1,Petrol,1199
Car,7,1,Heavy oil,1974
Car,7,1,Petrol,1781
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Taxi/Private hire car,15,1,Heavy oil,2664
Motorcycle over 500cc,13,1,Petrol,600
Car,13,1,Petrol,1587
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,17,1,Petrol,1596
Car,2,1,Petrol,1199
Car,11,1,Petrol,1196
Car,10,1,Petrol,1597
Car,16,1,Heavy oil,2497
Motorcycle 125cc and under,1,1,Petrol,124
Car,12,1,Petrol,1590
Car,5,1,Petrol,1598
Car,2,1,Petrol,3700
Car,1,1,Petrol,1198
Car,5,1,Petrol,998
Car,2,1,Petrol,1199
Motorcycle over 500cc,5,1,Petrol,600
Car,1,1,Petrol,2171
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,6,1,Petrol,1800
Car,3,1,Petrol,1995
Motorcycle 125cc and under,2,1,Petrol,125
Car,12,1,Petrol,1796
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,9,1,Petrol,2156
Car,3,1,Heavy oil,1896
Car,5,1,Petrol,998
Motorcycle over 500cc,1,1,Petrol,645
Car,1,1,Petrol,1242
Car,5,1,Petrol,1390
Car,10,1,Petrol,1598
Motorcycle 125cc and under,2,1,Petrol,124
Car,10,1,Petrol,1587
Car,8,1,Petrol,1799
Car,16,1,Petrol,1781
Car,11,1,Petrol,2199
Car,6,1,Petrol,1762
Car,7,1,Heavy oil,2188
Car,3,1,Petrol,2597
Car,15,1,Petrol,1235
Goods 7.5 tonnes mgw and over,8,1,Heavy oil,11021
Car,19,1,Petrol,988
Car,8,1,Petrol,1799
Goods over 3.5t. and under 7.5t,2,1,Heavy oil,11967
Car,9,1,Petrol,1598
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,6,1,Petrol,1242
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1461
Car,12,1,Petrol,1587
Car,4,1,Petrol,1242
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,7,1,Heavy oil,1753
Car,5,1,Petrol,1997
Car,1,1,Heavy oil,1997
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2496
Taxi/Private hire car,7,1,Heavy oil,2664
Car,1,1,Heavy oil,1951
Car,5,1,Petrol,1400
Car,7,1,Petrol,999
Motorcycle over 500cc,1,1,Petrol,599
Car,10,1,Petrol,1196
Car,11,1,Heavy oil,2283
Car,8,1,Heavy oil,1994
Car,3,1,Petrol,1598
Car,1,1,Petrol,1199
Car,4,1,Heavy oil,1997
Motorcycle over 500cc,10,1,Petrol,553
Car,2,1,Petrol,1242
Bus or coach (17 or more pass seats),5,1,Heavy oil,5900
Car,2,1,Petrol,1124
Car,8,1,Heavy oil,1994
Car,4,1,Petrol,2979
Car,8,1,Petrol,1599
Car,8,1,Heavy oil,1984
Car,7,1,Heavy oil,2663
Car,7,1,Petrol,1396
Car,5,1,Heavy oil,1896
Car,1,1,Petrol,1360
Car,8,1,Petrol,1597
Car,2,1,Petrol,3600
Motorcycle 125cc and under,7,1,Petrol,124
Car,5,1,Petrol,1360
Car,9,1,Petrol,1493
Car,3,1,Petrol,1242
Car,10,1,Petrol,1389
Car,9,1,Petrol,1242
Car,2,1,Heavy oil,1998
Car,9,1,Petrol,1587
Car,5,1,Petrol,1595
Car,6,1,Petrol,1796
Car,9,1,Petrol,1984
Car,10,1,Petrol,1043
Car,7,1,Petrol,1997
Car,9,1,Petrol,1299
Car,9,1,Heavy oil,1686
Car,8,1,Petrol,1597
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,3,1,Petrol,1360
Car,5,1,Petrol,1360
Car,2,1,Petrol,1242
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2874
Car,5,1,Petrol,1349
Car,7,1,Petrol,1299
Car,3,1,Petrol,1794
