Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
Car,4,1,Petrol,1998
Car,6,1,Petrol,1895
Car,1,1,Petrol,1343
Car,1,1,Petrol,1343
Car,10,1,Petrol,2198
Car,4,1,Heavy oil,1995
Car,9,1,Petrol,1597
Car,6,1,Petrol,1149
Car,8,1,Petrol,954
Van / Goods 3.5 tonnes mgw or under,1,1,Petrol,1298
Car,1,1,Petrol,998
Taxi/Private hire car,1,1,Heavy oil,2402
Car,8,1,Petrol,1495
Car,13,1,Petrol,1118
Car,3,1,Petrol,1242
Car,3,1,Petrol,1242
Car,1,1,Petrol,1388
Car,3,1,Petrol,998
Car,3,1,Petrol,998
Car,3,1,Petrol,998
Car,3,1,Petrol,998
Car,3,1,Petrol,1388
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2151
Car,1,1,Petrol,1388
Motorcycle over 500cc,7,1,Petrol,748
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,8,1,Petrol,1597
Car,11,1,Petrol,1597
Car,7,1,Petrol,1994
Car,4,1,Petrol,1998
Motorcycle 50cc and under,6,1,Petrol,49
Car,3,1,Petrol,1149
Car,7,1,Petrol,1598
Car,15,1,Petrol,1595
Car,15,1,Petrol,1595
Car,11,1,Petrol,1390
Car,6,1,Petrol,1988
Car,3,1,Heavy oil,2902
Car,2,1,Petrol,998
Car,18,1,Petrol,1596
Car,1,1,Petrol,1598
Car,1,1,Petrol,1598
Car,8,1,Heavy oil,2495
Motorcycle 125cc and under,1,1,Petrol,125
Car,11,1,Petrol,1119
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,1686
Motorcycle over 500cc,5,1,Petrol,749
Car,2,1,Petrol,1149
Car,2,1,Petrol,1149
Car,1,1,Petrol,1349
Car,9,1,Petrol,999
Car,9,1,Petrol,999
Car,9,1,Petrol,999
Car,1,1,Petrol,1198
Car,1,1,Petrol,1198
Car,1,1,Petrol,1198
Car,3,1,Petrol,1998
Car,3,1,Petrol,1998
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,14,1,Petrol,1124
Car,5,1,Petrol,1761
Car,11,1,Heavy oil,1527
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,7,1,Petrol,2544
Bus or coach (17 or more pass seats),5,1,Heavy oil,8268
Car,4,1,Petrol,1596
Car,4,1,Petrol,1596
Car,4,1,Petrol,1596
Car,4,1,Petrol,1596
Car,9,1,Petrol,1242
Motorcycle over 500cc,1,1,Petrol,645
Car,8,1,Heavy oil,1753
Car,13,1,Heavy oil,2400
Car,13,1,Heavy oil,2400
Car,13,1,Heavy oil,2400
Car,13,1,Heavy oil,2400
Car,13,1,Heavy oil,2400
Car,11,1,Petrol,1299
Car,10,1,Heavy oil,1753
Car,9,1,Petrol,1996
Car,5,1,Heavy oil,1753
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,10,1,Heavy oil,1700
Car,2,1,Petrol,1796
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,10,1,Petrol,1296
Car,1,1,Heavy oil,1896
Car,7,1,Petrol,1796
Car,7,1,Petrol,1796
Motorcycle 50cc and under,3,1,Petrol,49
Car,7,1,Petrol,1796
Car,7,1,Petrol,1796
Motorcycle over 500cc,5,1,Petrol,1137
Car,1,1,Petrol,1199
Car,1,1,Petrol,1199
Car,1,1,Petrol,1199
Car,6,1,Petrol,1597
Car,4,1,Petrol,1597
Car,8,1,Petrol,1781
Car,1,1,Heavy oil,1910
Car,14,1,Petrol,1392
Car,16,1,Petrol,1595
Car,10,1,Petrol,1985
Car,10,1,Petrol,1985
Car,2,1,Heavy oil,1951
Car,5,1,Petrol,1998
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,7,1,Petrol,1242
Car,7,1,Petrol,1242
Bus or coach (17 or more pass seats),2,1,Heavy oil,3900
Car,12,1,Heavy oil,1896
Car,2,1,Petrol,1242
Motorcycle 50cc and under,2,1,Petrol,49
Car,10,1,Petrol,1597
Car,10,1,Petrol,1597
Car,10,1,Petrol,1597
Car,14,1,Petrol,1392
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,1998
Car,10,1,Petrol,1299
Motorcycle 125cc and under,4,1,Petrol,124
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,14,1,Petrol,1597
Car,9,1,Petrol,1171
Car,9,1,Petrol,1171
Car,7,1,Petrol,3960
Car,1,1,Petrol,1998
Car,5,1,Petrol,1242
Car,5,1,Petrol,1242
Car,8,1,Petrol,998
Car,10,1,Heavy oil,1587
Car,10,1,Heavy oil,1587
Car,10,1,Heavy oil,1587
Car,10,1,Heavy oil,1587
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1998
Goods 7.5 tonnes mgw and over,7,1,Heavy oil,6871
Goods 7.5 tonnes mgw and over,9,1,Heavy oil,11600
Car,7,1,Petrol,1389
Car,4,1,Petrol,1360
Car,4,1,Petrol,1242
Car,5,1,Heavy oil,3200
Car,13,1,Petrol,1118
Car,5,1,Petrol,1989
Motorcycle over 500cc,2,1,Petrol,1199
Car,2,1,Petrol,1149
Car,5,1,Petrol,1796
Car,15,1,Petrol,1769
Motorcycle 50cc and under,2,1,Petrol,49
Motorcycle over 500cc,3,1,Petrol,899
Car,1,1,Petrol,998
Motorcycle over 500cc,3,1,Petrol,919
Car,3,1,Petrol,1242
Car,2,1,Petrol,599
Car,1,1,Petrol,1587
Car,1,1,Petrol,1390
Car,8,1,Petrol,1994
Car,3,1,Heavy oil,2688
Car,16,1,Petrol,999
Car,5,1,Petrol,1596
Motorcycle 50cc and under,3,1,Petrol,49
Car,11,1,Petrol,1389
Car,11,1,Petrol,1389
Car,4,1,Petrol,1587
Motorcycle over 500cc,2,1,Petrol,749
Car,11,1,Heavy oil,2496
Motorcycle 125cc and under,7,1,Petrol,124
Car,11,1,Petrol,1124
Car,11,1,Petrol,1124
Car,15,1,Petrol,2986
Car,9,1,Heavy oil,1994
Car,9,1,Heavy oil,1994
Taxi/Private hire car,8,1,Heavy oil,2664
Car,11,1,Petrol,1997
Car,11,1,Petrol,1997
Motorcycle 125cc and under,11,1,Petrol,98
Car,3,1,Heavy oil,1994
Minibus (8 - 16 passenger seats),5,1,Heavy oil,2496
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,4,1,Petrol,1124
Car,4,1,Petrol,1124
Car,9,1,Petrol,1597
Motorcycle over 125cc and up to 500cc,1,1,Petrol,487
Car,1,1,Petrol,1299
Car,6,1,Petrol,1199
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1900
Car,4,1,Heavy oil,2926
Car,3,1,Petrol,1388
Car,5,1,Petrol,1400
Car,5,1,Petrol,1400
Car,3,1,Petrol,1598
Car,3,1,Petrol,1598
Car,4,1,Petrol,1796
Car,4,1,Petrol,1796
Car,2,1,Petrol,1796
Car,8,1,Petrol,1195
Motorcycle 125cc and under,2,1,Petrol,124
Car,5,1,Petrol,1794
Car,4,1,Petrol,1390
Car,11,1,Petrol,3497
Car,17,1,Petrol,1781
Car,17,1,Petrol,1781
Car,3,1,Petrol,1124
Car,3,1,Petrol,1124
Car,3,1,Petrol,1124
Car,6,1,Petrol,1398
Car,3,1,Petrol,1596
Car,8,1,Petrol,973
Car,8,1,Petrol,1997
Car,1,1,Heavy oil,1896
Car,2,1,Heavy oil,1398
Car,1,1,Heavy oil,1998
Car,1,1,Heavy oil,1998
Car,8,1,Petrol,1590
Motorcycle 125cc and under,7,1,Petrol,124
Car,8,1,Petrol,1299
Car,12,1,Petrol,1124
Car,12,1,Petrol,1124
Car,1,1,Petrol,998
Car,2,1,Petrol,1590
Car,2,1,Petrol,1590
Car,2,1,Petrol,1796
Car,2,1,Petrol,1796
Car,12,1,Heavy oil,1905
Car,12,1,Heavy oil,1905
Car,2,1,Petrol,1388
Car,8,1,Petrol,1196
Car,8,1,Petrol,1196
Car,8,1,Petrol,1299
Car,8,1,Petrol,1299
Car,10,1,Petrol,2000
Motorcycle over 500cc,9,1,Petrol,553
Car,8,1,Petrol,1998
Car,10,1,Heavy oil,1527
Car,12,1,Petrol,1300
Car,12,1,Petrol,1300
Car,9,1,Petrol,1796
Car,11,1,Petrol,2199
Car,1,1,Petrol,1388
Car,5,1,Petrol,1299
Car,6,1,Petrol,1598
Car,6,1,Petrol,1388
Car,8,1,Petrol,1299
Car,8,1,Petrol,1299
Car,8,1,Petrol,1299
Car,10,1,Petrol,954
Car,7,1,Petrol,1242
Car,2,1,Petrol,1998
Car,16,1,Petrol,1118
Car,16,1,Petrol,1118
Car,11,1,Petrol,1124
Car,2,1,Petrol,2429
Car,11,1,Petrol,1196
Car,4,1,Petrol,1108
Car,9,1,Petrol,1390
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2496
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2496
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2496
Car,4,1,Petrol,1796
Car,10,1,Petrol,1389
Car,6,1,Petrol,1360
Car,8,1,Petrol,1332
Car,6,1,Petrol,1781
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1686
Car,7,1,Petrol,2300
Car,7,1,Petrol,2300
Car,7,1,Petrol,2300
Car,3,1,Petrol,1298
Taxi/Private hire car,1,1,Petrol,1299
Car,3,1,Petrol,1598
Car,7,1,Petrol,1242
Car,13,1,Petrol,1997
Car,3,1,Heavy oil,1995
Car,7,1,Petrol,1597
Motorcycle over 500cc,6,1,Petrol,599
Car,5,1,Petrol,1800
Car,5,1,Petrol,2497
Car,9,1,Heavy oil,1974
Car,8,1,Petrol,1597
Car,8,1,Petrol,1597
Car,8,1,Petrol,1597
Motorcycle 125cc and under,1,1,Petrol,124
Car,4,1,Petrol,1390
Car,4,1,Petrol,1390
Car,13,1,Petrol,988
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2446
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Goods 7.5 tonnes mgw and over,4,1,Heavy oil,11705
Car,6,1,Petrol,998
Motorcycle 125cc and under,2,1,Petrol,124
Car,11,1,Petrol,1389
Car,8,1,Petrol,1796
Car,13,1,Petrol,1998
Car,5,1,Petrol,1796
Car,8,1,Heavy oil,2155
Motorcycle 125cc and under,5,1,Petrol,100
Car,5,1,Petrol,1598
Car,5,1,Petrol,1598
Car,8,1,Petrol,1390
Car,4,1,Petrol,1242
Car,4,1,Petrol,1242
Car,4,1,Petrol,1242
Car,4,1,Petrol,1796
Car,5,1,Petrol,1796
Car,5,1,Petrol,1796
Car,3,1,Petrol,1587
Goods 7.5 tonnes mgw and over,3,1,Heavy oil,4580
Car,3,1,Petrol,1998
Car,3,1,Petrol,1360
Car,15,1,Petrol,1984
Motorcycle over 125cc and up to 500cc,17,1,Petrol,398
Car,6,1,Petrol,1388
Motorcycle over 500cc,5,1,Petrol,996
Car,12,1,Petrol,998
Car,8,1,Petrol,1783
Car,9,1,Petrol,998
Car,8,1,Petrol,1242
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,12,1,Petrol,1986
Car,11,1,Petrol,1799
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,10,1,Petrol,2497
Car,4,1,Petrol,1895
Car,14,1,Petrol,2494
Car,14,1,Petrol,2494
Motorcycle over 500cc,1,1,Petrol,645
Car,9,1,Heavy oil,1896
Car,11,1,Petrol,1796
Car,15,1,Petrol,1998
Car,12,1,Petrol,1299
Car,12,1,Petrol,1299
Car,4,1,Heavy oil,1995
Car,3,1,Petrol,1596
Car,9,1,Petrol,1489
Car,8,1,Petrol,1589
Car,13,1,Petrol,988
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,14,1,Petrol,1297
Car,4,1,Petrol,1781
Car,6,1,Petrol,1998
Car,13,1,Petrol,1493
Car,6,1,Petrol,1984
Car,6,1,Petrol,1242
Car,8,1,Heavy oil,1753
Car,1,1,Petrol,1240
Car,5,1,Petrol,1598
Car,3,1,Heavy oil,2902
Car,12,1,Petrol,1392
Car,3,1,Heavy oil,1461
Car,16,1,Petrol,2599
Car,8,1,Heavy oil,2283
Car,8,1,Petrol,1998
Car,8,1,Petrol,1998
Car,13,1,Petrol,988
Car,3,1,Petrol,1299
Car,3,1,Petrol,1299
Car,10,1,Petrol,2799
Car,10,1,Petrol,2799
Car,6,1,Petrol,2771
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Taxi/Private hire car,9,1,Heavy oil,2664
Motorcycle over 500cc,4,1,Petrol,599
Car,5,1,Petrol,1597
Car,5,1,Petrol,1597
Car,8,1,Petrol,1994
Car,13,1,Heavy oil,1896
Motorcycle over 500cc,9,1,Petrol,749
Car,4,1,Petrol,1124
Car,5,1,Petrol,1299
Motorcycle over 500cc,8,1,Petrol,599
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Motorcycle over 500cc,4,1,Petrol,600
Car,5,1,Petrol,1800
Car,7,1,Petrol,1396
Car,3,1,Petrol,1998
Car,4,1,Petrol,1970
Motorcycle 125cc and under,1,1,Petrol,125
Car,9,1,Petrol,1598
Car,4,1,Petrol,1598
Car,3,1,Petrol,1299
Car,9,1,Petrol,1389
Car,9,1,Heavy oil,1896
Car,12,1,Heavy oil,1753
Car,3,1,Petrol,1360
Car,7,1,Petrol,1596
Car,5,1,Petrol,1497
Taxi/Private hire car,9,1,Heavy oil,2664
Car,10,1,Petrol,1587
Motorcycle over 500cc,7,1,Petrol,998
Car,15,1,Heavy oil,1753
Car,15,1,Heavy oil,1753
Car,7,1,Petrol,973
Car,6,1,Petrol,786
Car,8,1,Petrol,1998
Car,9,1,Petrol,1796
Car,1,1,Petrol,1596
Motorcycle 50cc and under,5,1,Petrol,49
Car,8,1,Petrol,1747
Car,4,1,Petrol,1390
Car,7,1,Petrol,1242
Car,5,1,Petrol,1390
Car,3,1,Petrol,1590
Car,7,1,Petrol,1242
Car,7,1,Petrol,1242
Car,6,1,Petrol,998
Car,9,1,Petrol,1799
Car,9,1,Petrol,1762
Car,11,1,Petrol,1799
Car,1,1,Petrol,1998
Car,9,1,Petrol,1390
Car,6,1,Petrol,1834
Car,12,1,Petrol,1043
Car,6,1,Petrol,1796
Car,9,1,Petrol,998
Car,8,1,Petrol,1796
Car,14,1,Petrol,2200
Car,2,1,Heavy oil,1997
Car,2,1,Heavy oil,1997
Car,5,1,Heavy oil,1753
Car,5,1,Petrol,973
Car,5,1,Petrol,1598
Car,3,1,Petrol,1995
Car,1,1,Petrol,1988
Car,14,1,Petrol,1997
Car,6,1,Heavy oil,1753
Car,9,1,Heavy oil,1896
Car,1,1,Petrol,1299
Car,16,1,Petrol,1781
Car,6,1,Petrol,1762
Car,1,1,Heavy oil,2148
Motorcycle 125cc and under,1,1,Petrol,125
Motorcycle over 500cc,12,1,Petrol,650
Car,7,1,Heavy oil,1896
Car,6,1,Petrol,1799
Car,11,1,Petrol,1597
Car,11,1,Petrol,1597
Car,2,1,Petrol,1149
Car,8,1,Petrol,2946
Car,15,1,Petrol,1396
Car,12,1,Petrol,1171
Car,7,1,Petrol,1598
Car,10,1,Heavy oil,2498
Car,10,1,Heavy oil,2498
Car,7,1,Petrol,1388
Car,10,1,Heavy oil,1753
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1929
Car,10,1,Petrol,1597
Car,9,1,Petrol,1299
Car,8,1,Petrol,998
Car,4,1,Petrol,1390
Car,2,1,Petrol,1198
Car,4,1,Heavy oil,1896
Car,14,1,Petrol,1597
Car,1,1,Petrol,2494
Car,6,1,Petrol,1390
Car,10,1,Petrol,2494
Car,10,1,Petrol,2494
Car,4,1,Petrol,1498
Car,9,1,Petrol,1799
Car,3,1,Petrol,2979
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,9999
Car,6,1,Petrol,1598
Car,5,1,Petrol,1598
Car,9,1,Petrol,1996
Car,2,1,Heavy oil,1991
Car,4,1,Petrol,1781
Car,3,1,Heavy oil,1896
Car,6,1,Petrol,998
Car,5,1,Petrol,2494
Car,5,1,Petrol,2494
Car,8,1,Petrol,1998
Car,8,1,Petrol,1998
Motorcycle 125cc and under,1,1,Petrol,124
Car,6,1,Petrol,1242
Car,2,1,Petrol,993
Car,2,1,Petrol,1124
Car,8,1,Petrol,1242
Car,3,1,Petrol,1242
Car,5,1,Petrol,1242
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,2,1,Petrol,999
Other vehicle,4,1,Heavy oil,8300
Car,7,1,Petrol,1595
Motorcycle over 500cc,3,1,Petrol,647
Car,5,1,Petrol,1794
Car,5,1,Petrol,1794
Car,5,1,Petrol,1794
Car,7,1,Petrol,1360
Car,8,1,Petrol,2792
Car,7,1,Petrol,1998
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,5,1,Petrol,998
Car,5,1,Petrol,998
Car,8,1,Petrol,1598
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,8,1,Petrol,1781
Motorcycle over 500cc,9,1,Petrol,599
Car,4,1,Petrol,1149
Car,4,1,Petrol,1149
Car,4,1,Petrol,1149
Car,4,1,Petrol,1149
Car,4,1,Petrol,1149
Car,4,1,Petrol,1149
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2496
Car,5,1,Heavy oil,1997
Car,17,1,Petrol,1270
Car,17,1,Petrol,1270
Car,5,1,Petrol,1800
Car,5,1,Petrol,1800
Car,5,1,Petrol,1800
Car,5,1,Petrol,1800
Car,5,1,Petrol,1800
Car,7,1,Heavy oil,1896
Car,7,1,Heavy oil,1896
Car,7,1,Heavy oil,1896
Car,7,1,Heavy oil,1896
Car,3,1,Petrol,999
Motorcycle 125cc and under,3,1,Petrol,124
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,6,1,Petrol,1988
Car,7,1,Petrol,1998
Car,7,1,Petrol,1998
Car,7,1,Petrol,1998
Motorcycle 125cc and under,2,1,Petrol,125
Car,4,1,Petrol,2171
Car,6,1,Petrol,1396
Motorcycle 50cc and under,3,1,Petrol,49
Car,3,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,2,1,Gas/Bi-fuel,1598
Car,5,1,Petrol,1390
Car,7,1,Petrol,1396
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2151
Car,8,1,Petrol,1998
Car,7,1,Petrol,1242
Car,13,1,Heavy oil,1896
Car,9,1,Petrol,2000
Car,8,1,Petrol,2793
Car,11,1,Petrol,1493
Car,5,1,Petrol,1998
Car,2,1,Heavy oil,1896
Motorcycle over 500cc,19,1,Petrol,749
Car,5,1,Petrol,998
Car,5,1,Petrol,1124
Car,11,1,Petrol,1587
Car,7,1,Petrol,1242
Car,8,1,Petrol,1598
Car,8,1,Petrol,1598
Car,10,1,Petrol,1242
Car,8,1,Petrol,1996
Car,14,1,Petrol,1598
Car,3,1,Petrol,1390
Car,6,1,Petrol,999
Car,2,1,Heavy oil,1997
Car,10,1,Heavy oil,1686
Car,15,1,Petrol,1580
Car,8,1,Petrol,847
Car,1,1,Petrol,1388
Car,1,1,Petrol,1388
Car,7,1,Petrol,1389
Car,4,1,Petrol,1498
Motorcycle over 125cc and up to 500cc,14,1,Petrol,400
Car,8,1,Petrol,1597
Car,3,1,Petrol,1596
Car,14,1,Petrol,2438
Motorcycle 125cc and under,3,1,Petrol,124
Car,6,1,Petrol,1800
Motorcycle over 500cc,2,1,Petrol,996
Car,11,1,Petrol,2438
Car,16,1,Petrol,1392
Motorcycle over 500cc,11,1,Petrol,650
Car,9,1,Petrol,2498
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,9,1,Petrol,998
Motorcycle 125cc and under,7,1,Petrol,124
Motorcycle over 125cc and up to 500cc,13,1,Petrol,498
Car,9,1,Petrol,1998
Car,9,1,Petrol,1396
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,14,1,Petrol,1998
Car,10,1,Petrol,1830
Car,8,1,Petrol,1391
Car,6,1,Petrol,1587
Car,8,1,Petrol,998
Car,14,1,Petrol,1598
Car,8,1,Petrol,1762
Car,11,1,Petrol,1590
Car,11,1,Petrol,1196
Car,6,1,Petrol,1988
Car,22,1,Petrol,1270
Motorcycle over 125cc and up to 500cc,7,1,Petrol,249
Car,8,1,Petrol,1997
Car,11,1,Petrol,1839
Car,2,1,Gas/Bi-fuel,1796
Car,2,1,Gas/Bi-fuel,1796
Car,2,1,Gas/Bi-fuel,1796
Car,2,1,Gas/Bi-fuel,1796
Car,2,1,Gas/Bi-fuel,1796
Car,2,1,Gas/Bi-fuel,1796
Car,10,1,Petrol,1997
Car,10,1,Petrol,1997
Car,10,1,Petrol,1997
Car,9,1,Petrol,2300
Car,6,1,Petrol,1589
Goods 7.5 tonnes mgw and over,2,1,Heavy oil,12600
Car,6,1,Petrol,1998
Car,6,1,Petrol,1400
Car,6,1,Petrol,1598
Car,2,1,Heavy oil,1399
Car,13,1,Petrol,1389
Car,19,1,Petrol,2962
Car,19,1,Petrol,2962
Car,19,1,Petrol,2962
Car,4,1,Heavy oil,1753
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1896
Car,2,1,Heavy oil,1753
Car,4,1,Petrol,1390
Car,4,1,Petrol,1390
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,7,1,Petrol,1600
Car,2,1,Heavy oil,1753
Car,12,1,Petrol,1598
Car,12,1,Petrol,1396
Car,9,1,Petrol,998
Car,9,1,Petrol,998
Car,6,1,Petrol,998
Car,6,1,Petrol,2295
Car,3,1,Petrol,1199
Car,16,1,Petrol,1596
Car,1,1,Heavy oil,1896
Car,3,1,Heavy oil,1896
Car,1,1,Petrol,1386
Car,13,1,Petrol,1995
Car,11,1,Petrol,1493
Motorcycle over 500cc,2,1,Petrol,599
Car,7,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,5,1,Petrol,998
Car,3,1,Petrol,1596
Car,3,1,Petrol,1596
Motorcycle 50cc and under,5,1,Petrol,49
Car,6,1,Petrol,1199
Car,6,1,Petrol,1199
Motorcycle over 500cc,5,1,Petrol,998
Car,3,1,Petrol,1242
Car,3,1,Petrol,1242
Car,3,1,Heavy oil,2926
Car,6,1,Petrol,1398
Car,7,1,Petrol,1973
Car,11,1,Petrol,1796
Car,7,1,Petrol,1800
Car,16,1,Petrol,1990
Car,12,1,Petrol,1396
Car,7,1,Petrol,1598
Car,7,1,Petrol,1796
Motorcycle 125cc and under,4,1,Petrol,120
Car,3,1,Petrol,998
Car,12,1,Petrol,1275
Car,11,1,Petrol,2997
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2151
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1910
Car,10,1,Petrol,1120
Car,10,1,Petrol,1120
Car,10,1,Petrol,1120
Car,1,1,Petrol,1149
Car,4,1,Petrol,1798
Car,4,1,Petrol,1390
Car,5,1,Petrol,1360
Car,5,1,Petrol,1360
Car,3,1,Petrol,1769
Car,5,1,Petrol,1000
Car,5,1,Petrol,1298
Car,2,1,Petrol,698
Car,4,1,Petrol,1794
Car,5,1,Petrol,1199
Car,3,1,Heavy oil,1753
Car,14,1,Petrol,1598
Car,8,1,Petrol,1781
Car,4,1,Petrol,1793
Car,2,1,Petrol,973
Car,1,1,Petrol,1798
Car,2,1,Petrol,1149
Motorcycle 125cc and under,2,1,Petrol,124
Car,6,1,Petrol,1349
Car,15,1,Petrol,1392
Car,7,1,Petrol,1600
Car,7,1,Petrol,1600
Car,8,1,Petrol,1299
Car,8,1,Petrol,1299
Motorcycle over 500cc,2,1,Petrol,998
Car,6,1,Heavy oil,1905
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,12,1,Petrol,1392
Car,12,1,Petrol,1392
Car,12,1,Petrol,1392
Car,11,1,Petrol,1597
Car,1,1,Petrol,1596
Car,11,1,Petrol,1595
Car,13,1,Petrol,1797
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2402
Car,6,1,Heavy oil,1997
Car,10,1,Petrol,1587
Car,10,1,Petrol,1998
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,4,1,Petrol,1397
Car,4,1,Petrol,1397
Car,6,1,Petrol,1596
Car,4,1,Petrol,1834
Car,2,1,Petrol,1988
Motorcycle 125cc and under,1,1,Petrol,125
Motorcycle 50cc and under,1,1,Petrol,49
Car,5,1,Petrol,2492
Car,14,1,Petrol,988
Car,3,1,Heavy oil,1399
Car,5,1,Heavy oil,1995
Car,5,1,Heavy oil,1900
Car,18,1,Petrol,1396
Car,6,1,Petrol,1761
Car,6,1,Petrol,1598
Motorcycle over 500cc,8,1,Petrol,1000
Car,4,1,Petrol,1985
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Motorcycle over 500cc,1,1,Petrol,645
Car,9,1,Heavy oil,2497
Car,5,1,Petrol,1598
Motorcycle 125cc and under,10,1,Petrol,85
Car,2,1,Petrol,1990
Car,2,1,Petrol,1990
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,6,1,Heavy oil,1975
Car,13,1,Heavy oil,1994
Car,17,1,Petrol,1789
Car,11,1,Petrol,1396
Car,9,1,Petrol,1781
Motorcycle over 125cc and up to 500cc,7,1,Petrol,179
Car,8,1,Petrol,1988
Car,8,1,Petrol,1988
Car,13,1,Petrol,1991
Car,8,1,Petrol,1597
Car,12,1,Petrol,1587
Minibus (8 - 16 passenger seats),1,1,Heavy oil,2800
Car,9,1,Petrol,1332
Motorcycle 125cc and under,3,1,Petrol,124
Car,8,1,Petrol,1396
Car,8,1,Petrol,1396
Car,12,1,Petrol,998
Car,12,1,Petrol,998
Car,3,1,Petrol,1388
Motorcycle over 125cc and up to 500cc,13,1,Petrol,400
Car,8,1,Petrol,1783
Car,10,1,Petrol,1994
Car,9,1,Petrol,1597
Car,9,1,Petrol,1597
Taxi/Private hire car,2,1,Heavy oil,1991
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,13,1,Petrol,1493
Car,13,1,Petrol,1493
Car,13,1,Petrol,1493
Car,13,1,Petrol,1493
Car,5,1,Petrol,1360
Car,7,1,Petrol,998
Car,4,1,Petrol,1390
Car,8,1,Petrol,1396
Car,8,1,Petrol,1679
Car,10,1,Petrol,1997
Car,7,1,Petrol,1997
Car,9,1,Petrol,998
Car,5,1,Petrol,1199
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,7,1,Petrol,1998
Car,5,1,Petrol,1850
Car,9,1,Petrol,1598
Car,9,1,Petrol,1598
Car,8,1,Petrol,1390
Car,8,1,Petrol,998
Car,12,1,Heavy oil,1905
Car,5,1,Petrol,1998
Car,4,1,Petrol,1242
Car,7,1,Heavy oil,1896
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle 125cc and under,1,1,Petrol,124
Car,8,1,Petrol,1799
Car,6,1,Heavy oil,1896
Car,13,1,Petrol,1845
Car,9,1,Petrol,1275
Car,9,1,Petrol,1275
Motorcycle over 500cc,1,1,Petrol,676
Car,7,1,Petrol,3199
Car,4,1,Petrol,1997
Car,7,1,Petrol,1762
Car,7,1,Petrol,1762
Car,16,1,Petrol,2497
Taxi/Private hire car,6,1,Heavy oil,2496
Car,3,1,Petrol,1299
Car,3,1,Petrol,1299
Car,16,1,Petrol,1993
Motorcycle 125cc and under,1,1,Petrol,125
Car,5,1,Petrol,1242
