Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
Car,4,1,Petrol,2783
Car,4,1,Petrol,1390
Car,9,1,Petrol,998
Car,10,1,Petrol,1597
Car,10,1,Petrol,1108
Motorcycle 125cc and under,1,1,Petrol,124
Car,12,1,Petrol,1275
Car,5,1,Heavy oil,1994
Car,6,1,Petrol,1762
Car,3,1,Petrol,1984
Car,7,1,Petrol,1796
Car,7,1,Petrol,1590
Motorcycle over 500cc,11,1,Petrol,899
Car,4,1,Petrol,1596
Motorcycle 125cc and under,19,1,Petrol,85
Car,8,1,Petrol,1590
Car,1,1,Petrol,1796
Car,1,1,Petrol,1388
Car,1,1,Petrol,1388
Car,3,1,Heavy oil,1997
Car,19,1,Petrol,1766
Car,6,1,Petrol,1796
Motorcycle over 500cc,5,1,Petrol,1199
Motorcycle 125cc and under,6,1,Petrol,124
Motorcycle over 500cc,4,1,Petrol,955
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Motorcycle 125cc and under,2,1,Petrol,125
Car,8,1,Petrol,1590
Car,8,1,Petrol,1590
Car,8,1,Petrol,1994
Car,3,1,Petrol,1988
Van / Goods 3.5 tonnes mgw or under,10,1,Heavy oil,2496
Car,7,1,Petrol,1598
Car,12,1,Heavy oil,1870
Car,1,1,Petrol,1995
Motorcycle over 500cc,6,1,Petrol,599
Car,2,1,Petrol,1798
Car,9,1,Petrol,1119
Car,11,1,Petrol,998
Car,13,1,Petrol,1721
Motorcycle 125cc and under,4,1,Petrol,124
Car,4,1,Petrol,1299
Car,12,1,Petrol,1995
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2496
Motorcycle over 500cc,15,1,Petrol,583
Car,3,1,Petrol,1388
Car,3,1,Petrol,3246
Car,9,1,Petrol,1589
Car,2,1,Petrol,1587
Car,17,1,Petrol,2849
Car,17,1,Petrol,2849
Car,8,1,Petrol,1998
Car,13,1,Petrol,1597
Car,10,1,Petrol,1998
Motorcycle 50cc and under,2,1,Petrol,49
Motorcycle 125cc and under,15,1,Petrol,124
Car,9,1,Petrol,1997
Motorcycle over 500cc,5,1,Petrol,600
Car,5,1,Petrol,1242
Car,5,1,Petrol,1242
Car,11,1,Petrol,998
Car,9,1,Heavy oil,1896
Motorcycle over 500cc,12,1,Petrol,891
Car,4,1,Petrol,1396
Car,4,1,Petrol,1396
Car,4,1,Petrol,1396
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,16,1,Petrol,1392
Car,9,1,Petrol,1196
Car,6,1,Petrol,998
Car,10,1,Petrol,1391
Car,4,1,Petrol,1796
Car,5,1,Petrol,1388
Car,2,1,Petrol,1988
Car,8,1,Petrol,1595
Car,13,1,Heavy oil,1686
Car,12,1,Petrol,1988
Car,10,1,Petrol,1489
Car,9,1,Petrol,1390
Car,10,1,Petrol,1360
Motorcycle over 125cc and up to 500cc,12,1,Petrol,249
Car,16,1,Petrol,988
Car,2,1,Heavy oil,1995
Car,12,1,Petrol,1389
Car,6,1,Petrol,2498
Car,6,1,Petrol,2498
Car,10,1,Petrol,1587
Car,8,1,Petrol,1390
Car,11,1,Petrol,1119
Car,13,1,Petrol,1392
Car,7,1,Petrol,1242
Van / Goods 3.5 tonnes mgw or under,17,1,Petrol,1993
Car,5,1,Petrol,1360
Car,2,1,Petrol,1199
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,5,1,Petrol,999
Car,7,1,Petrol,1996
Car,6,1,Petrol,1299
Car,7,1,Petrol,1796
Car,3,1,Petrol,1794
Car,11,1,Petrol,1299
Car,7,1,Heavy oil,1905
Car,8,1,Petrol,1396
Car,2,1,Petrol,1240
Car,11,1,Heavy oil,2180
Car,3,1,Heavy oil,1998
Car,9,1,Petrol,3950
Motorcycle over 500cc,8,1,Petrol,599
Car,2,1,Petrol,3246
Car,5,1,Petrol,1895
Car,5,1,Petrol,999
Car,5,1,Petrol,999
Car,5,1,Petrol,1596
Car,5,1,Petrol,1596
Car,5,1,Petrol,1596
Car,5,1,Petrol,1596
Car,5,1,Petrol,1596
Car,2,1,Petrol,1299
Car,2,1,Petrol,973
Car,2,1,Petrol,973
Car,8,1,Petrol,1242
Car,8,1,Petrol,1242
Car,8,1,Petrol,1242
Car,8,1,Petrol,1242
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,1,1,Petrol,1596
Motorcycle 125cc and under,3,1,Petrol,124
Car,5,1,Petrol,796
Car,13,1,Petrol,1392
Car,7,1,Petrol,1360
Motorcycle over 500cc,1,1,Petrol,599
Car,11,1,Petrol,1590
Car,8,1,Petrol,2935
Car,12,1,Petrol,1389
Car,12,1,Petrol,1389
Motorcycle over 500cc,12,1,Petrol,748
Car,1,1,Petrol,1198
Car,12,1,Petrol,1590
Car,3,1,Petrol,1299
Car,6,1,Petrol,1242
Car,3,1,Heavy oil,1686
Motorcycle over 500cc,7,1,Petrol,599
Car,11,1,Heavy oil,1360
Motorcycle over 500cc,4,1,Petrol,1137
Car,8,1,Petrol,1597
Car,12,1,Petrol,1590
Motorcycle over 500cc,1,1,Petrol,599
Car,20,1,Petrol,1766
Car,7,1,Petrol,1799
Van / Goods 3.5 tonnes mgw or under,1,1,Petrol,1298
Car,11,1,Petrol,1597
Motorcycle over 500cc,3,1,Petrol,599
Car,4,1,Petrol,1242
Car,4,1,Petrol,1242
Motorcycle 125cc and under,1,1,Petrol,102
Car,5,1,Petrol,1796
Motorcycle over 500cc,5,1,Petrol,1298
Car,1,1,Petrol,1796
Car,15,1,Petrol,1235
Car,14,1,Heavy oil,1997
Car,7,1,Petrol,2319
Motorcycle 50cc and under,5,1,Petrol,49
Car,5,1,Petrol,1769
Motorcycle 50cc and under,1,1,Petrol,49
Car,17,1,Petrol,998
Car,7,1,Petrol,1396
Car,7,1,Petrol,1396
Car,6,1,Petrol,1390
Motorcycle 125cc and under,6,1,Petrol,100
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Motorcycle over 500cc,6,1,Petrol,738
Car,4,1,Petrol,1390
Car,18,1,Petrol,1275
Car,7,1,Petrol,1242
Car,1,1,Petrol,1299
Car,10,1,Petrol,1119
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1998
Car,1,1,Petrol,1242
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,2299
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,2299
Motorcycle 50cc and under,5,1,Petrol,49
Car,1,1,Petrol,1242
Car,11,1,Petrol,2972
Car,16,1,Petrol,1997
Car,10,1,Petrol,2000
Car,8,1,Petrol,1595
Car,5,1,Petrol,1360
Car,8,1,Petrol,1242
Car,2,1,Petrol,1596
Car,2,1,Petrol,1598
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,9,1,Petrol,2438
Motorcycle over 500cc,4,1,Petrol,599
Car,5,1,Heavy oil,1868
Car,4,1,Petrol,1781
Car,2,1,Petrol,1124
Car,12,1,Petrol,1332
Car,12,1,Petrol,1332
Motorcycle over 500cc,8,1,Petrol,1300
Car,3,1,Petrol,1587
Car,3,1,Petrol,1587
Car,8,1,Petrol,1997
Car,6,1,Petrol,1242
Car,10,1,Petrol,1796
Car,6,1,Petrol,1988
Taxi/Private hire car,8,1,Petrol,1997
Motorcycle over 125cc and up to 500cc,4,1,Petrol,499
Motorcycle 125cc and under,13,1,Petrol,98
Goods 7.5 tonnes mgw and over,4,1,Heavy oil,12600
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,6,1,Petrol,1762
Motorcycle 125cc and under,10,1,Petrol,85
Car,6,1,Petrol,973
Car,9,1,Petrol,1850
Car,1,1,Petrol,1769
Car,7,1,Petrol,1781
Car,7,1,Petrol,1781
Car,13,1,Petrol,1118
Car,12,1,Petrol,1998
Car,10,1,Heavy oil,2180
Car,2,1,Petrol,973
Car,6,1,Petrol,1587
Car,14,1,Petrol,988
Car,10,1,Petrol,2000
Motorcycle over 500cc,7,1,Petrol,600
Car,6,1,Petrol,1300
Car,2,1,Petrol,1240
Car,3,1,Petrol,1596
Car,2,1,Petrol,1798
Car,7,1,Petrol,1991
Car,5,1,Petrol,1242
Minibus (8 - 16 passenger seats),4,1,Heavy oil,2689
Motorcycle over 500cc,6,1,Petrol,645
Car,3,1,Petrol,1998
Car,5,1,Petrol,1598
Motorcycle over 500cc,16,1,Petrol,748
Motorcycle over 500cc,16,1,Petrol,748
Motorcycle 50cc and under,2,1,Petrol,49
Car,6,1,Petrol,1762
Car,16,1,Petrol,999
Car,12,1,Petrol,1493
Car,12,1,Petrol,1493
Car,4,1,Petrol,1199
Car,8,1,Petrol,1762
Car,8,1,Petrol,1762
Car,1,1,Heavy oil,2000
Car,5,1,Petrol,1796
Car,10,1,Petrol,1587
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,1,1,Petrol,1596
Car,1,1,Heavy oil,1997
Car,1,1,Petrol,1149
Car,3,1,Petrol,1388
Car,9,1,Petrol,1997
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Motorcycle 50cc and under,4,1,Petrol,49
Car,10,1,Heavy oil,1686
Car,1,1,Heavy oil,1868
Car,5,1,Petrol,1242
Car,9,1,Petrol,1998
Car,9,1,Petrol,1796
Car,4,1,Petrol,847
Car,8,1,Petrol,1242
Car,8,1,Petrol,1242
Car,9,1,Petrol,1596
Car,9,1,Petrol,1596
Car,10,1,Heavy oil,1700
Car,6,1,Petrol,1199
Car,13,1,Petrol,1124
Car,3,1,Petrol,1996
Car,4,1,Petrol,1994
Car,4,1,Petrol,1994
Car,4,1,Petrol,1994
Car,2,1,Petrol,1388
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1868
Car,10,1,Petrol,1196
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,6,1,Petrol,1781
Bus or coach (17 or more pass seats),5,1,Heavy oil,8268
Motorcycle 125cc and under,8,1,Petrol,124
Motorcycle 50cc and under,5,1,Petrol,49
Car,6,1,Petrol,1596
Car,16,1,Petrol,1597
Car,10,1,Petrol,954
Car,13,1,Petrol,1389
Car,7,1,Petrol,1762
Car,7,1,Petrol,1762
Car,9,1,Petrol,1388
Car,9,1,Petrol,1388
Car,9,1,Petrol,1299
Car,9,1,Petrol,1299
Motorcycle 50cc and under,1,1,Petrol,49
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1868
Motorcycle 125cc and under,10,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,1753
Motorcycle 50cc and under,5,1,Petrol,49
Car,5,1,Petrol,2000
Car,9,1,Petrol,1120
Car,9,1,Petrol,1119
Car,3,1,Petrol,1796
Car,3,1,Petrol,1796
Motorcycle 50cc and under,1,1,Petrol,49
Car,6,1,Petrol,1989
Car,1,1,Petrol,698
Car,1,1,Petrol,698
Car,12,1,Petrol,1396
Car,7,1,Petrol,1493
Car,2,1,Petrol,1388
Bus or coach (17 or more pass seats),5,1,Heavy oil,5883
Car,16,1,Petrol,1597
Car,3,1,Heavy oil,1997
Car,7,1,Petrol,1998
Motorcycle 50cc and under,3,1,Petrol,49
Car,5,1,Petrol,998
Car,9,1,Petrol,1597
Car,6,1,Petrol,1596
Car,4,1,Petrol,1596
Car,8,1,Petrol,1242
Car,5,1,Petrol,1596
Car,5,1,Petrol,1596
Car,9,1,Petrol,1796
Car,9,1,Petrol,1796
Car,8,1,Petrol,1796
Car,8,1,Petrol,1796
Car,10,1,Petrol,1171
Car,9,1,Petrol,1597
Car,1,1,Heavy oil,1248
Car,3,1,Petrol,1998
Car,3,1,Petrol,1998
Car,7,1,Petrol,1360
Car,6,1,Petrol,1397
Car,8,1,Petrol,1124
Motorcycle 125cc and under,2,1,Petrol,124
Car,1,1,Heavy oil,1870
Car,6,1,Petrol,1242
Car,2,1,Petrol,2488
Car,8,1,Petrol,1796
Car,11,1,Petrol,1598
Car,10,1,Heavy oil,1753
Taxi/Private hire car,9,1,Heavy oil,1905
Car,17,1,Petrol,1397
Car,17,1,Petrol,1397
Car,2,1,Petrol,1388
Car,2,1,Petrol,1388
Car,6,1,Petrol,1597
Car,2,1,Petrol,1299
Car,2,1,Petrol,1299
Car,2,1,Petrol,1390
Car,11,1,Petrol,1995
Car,3,1,Heavy oil,1994
Car,8,1,Petrol,2598
Car,8,1,Petrol,2598
Car,3,1,Petrol,1388
Van / Goods 3.5 tonnes mgw or under,14,1,Heavy oil,2068
Car,4,1,Petrol,1796
Car,2,1,Petrol,1360
Car,10,1,Petrol,2771
Car,10,1,Petrol,2771
Car,8,1,Petrol,1396
Car,8,1,Petrol,1392
Car,2,1,Petrol,1388
Car,8,1,Petrol,1493
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1753
Car,6,1,Petrol,1588
Car,1,1,Petrol,1388
Car,14,1,Petrol,3430
Car,10,1,Petrol,1298
Car,1,1,Petrol,1596
Car,14,1,Heavy oil,1753
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,7,1,Petrol,1242
Car,9,1,Petrol,1598
Car,5,1,Heavy oil,1896
Car,5,1,Heavy oil,1896
Car,1,1,Petrol,1242
Car,2,1,Petrol,1794
Car,15,1,Petrol,1396
Car,2,1,Petrol,1240
Car,4,1,Petrol,1390
Car,4,1,Petrol,1390
Car,1,1,Petrol,1242
Car,12,1,Petrol,1124
Car,12,1,Petrol,1124
Car,6,1,Heavy oil,1994
Car,5,1,Petrol,1299
Car,8,1,Petrol,1598
Car,8,1,Petrol,2494
Car,8,1,Petrol,1242
Car,10,1,Petrol,1997
Car,6,1,Petrol,1390
Car,6,1,Petrol,1390
Motorcycle over 125cc and up to 500cc,2,1,Petrol,499
Car,8,1,Petrol,1849
Car,1,1,Petrol,998
Car,7,1,Petrol,1796
Car,4,1,Petrol,1299
Car,5,1,Petrol,1390
Car,2,1,Heavy oil,1910
Car,5,1,Petrol,2198
Car,2,1,Petrol,1794
Car,2,1,Petrol,1794
Motorcycle over 500cc,8,1,Petrol,598
Car,10,1,Petrol,1391
Motorcycle 125cc and under,1,1,Petrol,124
Car,9,1,Petrol,1597
Car,6,1,Heavy oil,1974
Car,4,1,Petrol,1299
Car,8,1,Petrol,1796
Car,6,1,Petrol,1600
Car,6,1,Petrol,1600
Motorcycle over 500cc,9,1,Petrol,647
Car,12,1,Petrol,1392
Car,19,1,Heavy oil,2500
Car,7,1,Petrol,1242
Motorcycle over 125cc and up to 500cc,4,1,Petrol,499
Car,3,1,Petrol,1679
Car,9,1,Petrol,1242
Car,9,1,Petrol,1242
Car,6,1,Petrol,1795
Car,6,1,Petrol,1795
Motorcycle 125cc and under,6,1,Petrol,124
Car,3,1,Petrol,999
Car,10,1,Petrol,1390
Car,11,1,Petrol,1493
Car,4,1,Petrol,1596
Car,16,1,Petrol,957
Motorcycle 125cc and under,2,1,Petrol,125
Car,13,1,Petrol,1590
Car,13,1,Petrol,1590
Car,7,1,Petrol,1498
Car,10,1,Petrol,1391
Car,6,1,Heavy oil,1896
Car,6,1,Heavy oil,1896
Car,7,1,Petrol,1597
Car,2,1,Heavy oil,1398
Car,3,1,Petrol,1298
Car,15,1,Petrol,1796
Car,1,1,Petrol,1596
Car,6,1,Petrol,1242
Car,12,1,Petrol,1991
Goods over 3.5t. and under 7.5t,5,1,Heavy oil,5880
Car,11,1,Petrol,1299
Car,2,1,Petrol,1587
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,3,1,Petrol,1299
Car,10,1,Petrol,1120
Car,12,1,Petrol,3199
Car,6,1,Petrol,1587
Car,8,1,Petrol,1392
Car,6,1,Petrol,1242
Motorcycle over 500cc,3,1,Petrol,600
Motorcycle 125cc and under,4,1,Petrol,124
Car,4,1,Petrol,1199
Car,10,1,Petrol,1598
Car,5,1,Petrol,1299
Car,5,1,Petrol,1299
Car,5,1,Petrol,1299
Car,2,1,Heavy oil,1753
Taxi/Private hire car,13,1,Heavy oil,2664
Motorcycle 50cc and under,1,1,Petrol,49
Motorcycle over 125cc and up to 500cc,6,1,Petrol,499
Car,6,1,Petrol,2793
Car,10,1,Petrol,1108
Car,10,1,Heavy oil,2155
Car,4,1,Petrol,1598
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,12000
Car,11,1,Petrol,1390
Car,13,1,Heavy oil,1769
Car,7,1,Petrol,3498
Car,7,1,Petrol,3498
Car,6,1,Petrol,1149
Car,4,1,Petrol,1999
Car,10,1,Petrol,2256
Car,4,1,Petrol,1388
Car,11,1,Petrol,1468
Car,5,1,Petrol,1600
Car,9,1,Petrol,1596
Car,17,1,Petrol,1993
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2798
Car,2,1,Petrol,1360
Motorcycle 125cc and under,3,1,Petrol,124
Car,11,1,Heavy oil,1753
Motorcycle over 500cc,8,1,Petrol,535
Car,11,1,Heavy oil,4164
Car,12,1,Petrol,1998
Car,12,1,Petrol,1998
Car,3,1,Petrol,1596
Car,3,1,Heavy oil,1896
Car,7,1,Petrol,1299
Car,6,1,Heavy oil,1998
Car,15,1,Petrol,1597
Motorcycle 125cc and under,11,1,Petrol,85
Car,8,1,Petrol,1498
Car,14,1,Petrol,1590
Car,7,1,Petrol,1389
Car,2,1,Petrol,1388
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Car,5,1,Petrol,1973
Car,3,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2148
Car,4,1,Petrol,1596
Car,8,1,Petrol,1389
Car,4,1,Petrol,1299
Car,10,1,Petrol,1299
Car,1,1,Petrol,1587
Car,9,1,Petrol,1498
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1998
Motorcycle 125cc and under,2,1,Petrol,124
Car,7,1,Petrol,1598
Car,7,1,Petrol,1597
Car,16,1,Petrol,1297
Car,16,1,Petrol,1297
Car,8,1,Petrol,993
Car,1,1,Heavy oil,1398
Car,5,1,Heavy oil,1753
Car,11,1,Petrol,1299
Car,11,1,Petrol,1299
Car,10,1,Petrol,2259
Car,5,1,Petrol,1242
Car,4,1,Petrol,1596
Car,15,1,Petrol,1990
Goods 7.5 tonnes mgw and over,7,1,Heavy oil,11021
Car,3,1,Heavy oil,1995
Car,4,1,Petrol,1598
Car,12,1,Petrol,1590
Car,2,1,Petrol,1149
Car,2,1,Petrol,1468
Car,10,1,Heavy oil,2180
Car,3,1,Heavy oil,1997
Car,1,1,Petrol,1149
Car,1,1,Petrol,1149
Car,3,1,Petrol,1598
Car,9,1,Petrol,1299
Car,10,1,Petrol,1119
Car,4,1,Petrol,1796
Car,9,1,Petrol,1796
Car,5,1,Heavy oil,2487
Car,11,1,Heavy oil,1973
Van / Goods 3.5 tonnes mgw or under,9,1,Heavy oil,1686
Car,4,1,Petrol,1242
Car,6,1,Petrol,1299
Car,1,1,Heavy oil,1896
Car,7,1,Petrol,2792
Car,16,1,Petrol,1990
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2494
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2494
Taxi/Private hire car,9,1,Heavy oil,2664
Taxi/Private hire car,9,1,Heavy oil,2664
Car,9,1,Petrol,1984
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Motorcycle over 125cc and up to 500cc,4,1,Petrol,499
Motorcycle 50cc and under,1,1,Petrol,49
Car,6,1,Petrol,1396
Car,12,1,Petrol,1119
Car,9,1,Petrol,1396
Car,9,1,Petrol,1396
Car,9,1,Petrol,1396
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,6,1,Heavy oil,1997
Car,2,1,Heavy oil,1689
Bus or coach (17 or more pass seats),5,1,Heavy oil,11500
Car,14,1,Petrol,2972
Motorcycle 50cc and under,17,1,Petrol,49
Motorcycle 125cc and under,15,1,Petrol,124
Car,8,1,Petrol,1581
Car,4,1,Heavy oil,2446
Motorcycle over 125cc and up to 500cc,8,1,Petrol,1340
Car,13,1,Petrol,1235
Car,13,1,Petrol,1235
Car,6,1,Petrol,1390
Car,1,1,Petrol,1198
Car,6,1,Petrol,998
Car,3,1,Heavy oil,1461
Car,6,1,Petrol,1590
Car,15,1,Petrol,1984
Car,11,1,Petrol,954
Motorcycle over 500cc,10,1,Petrol,850
Car,5,1,Petrol,1299
Car,5,1,Petrol,1299
Motorcycle 125cc and under,1,1,Petrol,124
Car,9,1,Petrol,1390
Car,6,1,Petrol,1396
Car,7,1,Petrol,1998
Motorcycle 125cc and under,18,1,Petrol,85
Bus or coach (17 or more pass seats),5,1,Heavy oil,11500
Car,7,1,Petrol,1587
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,5,1,Petrol,1199
Taxi/Private hire car,8,1,Heavy oil,2496
Car,5,1,Petrol,1800
Car,11,1,Petrol,1392
Car,4,1,Petrol,1242
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Motorcycle 125cc and under,1,1,Petrol,125
Car,5,1,Petrol,1360
Car,15,1,Petrol,998
Car,3,1,Petrol,1998
Car,3,1,Petrol,1998
Car,2,1,Petrol,1360
Car,8,1,Heavy oil,2497
Car,8,1,Petrol,1590
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Motorcycle over 500cc,6,1,Petrol,599
Motorcycle over 500cc,5,1,Petrol,781
Car,2,1,Heavy oil,1686
Motorcycle over 500cc,4,1,Petrol,599
Motorcycle over 500cc,5,1,Petrol,647
Car,5,1,Petrol,2494
Car,3,1,Petrol,3199
Motorcycle over 500cc,4,1,Petrol,647
Car,5,1,Petrol,1762
Motorcycle 50cc and under,2,1,Petrol,49
Motorcycle over 125cc and up to 500cc,16,1,Petrol,454
Motorcycle over 500cc,6,1,Petrol,892
Car,11,1,Petrol,1296
Motorcycle over 500cc,6,1,Petrol,599
Motorcycle over 500cc,6,1,Petrol,599
Motorcycle over 500cc,13,1,Petrol,600
Car,9,1,Petrol,2259
Car,8,1,Petrol,1781
Motorcycle over 125cc and up to 500cc,5,1,Petrol,249
Car,11,1,Petrol,1598
Car,14,1,Petrol,1360
Car,2,1,Petrol,1984
Car,11,1,Petrol,1596
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle 125cc and under,3,1,Petrol,124
Motorcycle over 500cc,7,1,Petrol,599
Car,2,1,Petrol,1590
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Car,1,1,Heavy oil,1390
Motorcycle 125cc and under,2,1,Petrol,124
Motorcycle 125cc and under,6,1,Petrol,124
Motorcycle over 500cc,6,1,Petrol,600
Motorcycle over 500cc,4,1,Petrol,781
Car,10,1,Petrol,1597
Car,4,1,Petrol,1596
Car,1,1,Petrol,1124
Motorcycle over 500cc,7,1,Petrol,553
Motorcycle 125cc and under,11,1,Petrol,124
Motorcycle over 500cc,1,1,Petrol,996
Motorcycle over 500cc,24,1,Petrol,549
Car,13,1,Petrol,1272
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,1753
Car,6,1,Petrol,1390
Car,15,1,Petrol,1796
Car,6,1,Petrol,1299
Car,1,1,Petrol,1124
Car,6,1,Petrol,1998
Motorcycle 125cc and under,7,1,Petrol,124
Car,8,1,Petrol,1242
Car,1,1,Petrol,1595
Car,17,1,Petrol,1270
Car,13,1,Petrol,1468
Motorcycle over 500cc,3,1,Petrol,599
Car,8,1,Petrol,1799
Car,8,1,Petrol,1799
Bus or coach (17 or more pass seats),1,1,Heavy oil,9200
Car,5,1,Petrol,599
Car,7,1,Petrol,1598
Motorcycle 125cc and under,4,1,Petrol,124
Car,6,1,Petrol,1360
Motorcycle over 500cc,13,1,Petrol,583
Car,6,1,Petrol,1796
Car,6,1,Petrol,1598
Motorcycle 50cc and under,3,1,Petrol,49
Car,3,1,Petrol,1794
Car,13,1,Petrol,1991
Motorcycle 125cc and under,1,1,Petrol,100
Motorcycle 125cc and under,1,1,Petrol,100
Motorcycle over 500cc,3,1,Petrol,636
Car,17,1,Petrol,1301
Taxi/Private hire car,7,1,Heavy oil,2664
Car,5,1,Petrol,1747
Car,11,1,Petrol,1372
Car,6,1,Petrol,1998
Motorcycle over 500cc,3,1,Petrol,1261
Car,8,1,Petrol,1796
Motorcycle 50cc and under,2,1,Petrol,49
Taxi/Private hire car,6,1,Heavy oil,2664
Car,2,1,Petrol,1386
Motorcycle over 500cc,7,1,Petrol,625
Motorcycle over 125cc and up to 500cc,3,1,Petrol,498
Car,7,1,Petrol,1796
Car,2,1,Petrol,1999
Motorcycle over 500cc,10,1,Petrol,892
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,8,1,Petrol,899
Car,5,1,Petrol,1975
Bus or coach (17 or more pass seats),5,1,Heavy oil,11500
Car,8,1,Petrol,1799
Car,11,1,Petrol,1994
Motorcycle over 125cc and up to 500cc,3,1,Petrol,234
Car,5,1,Petrol,1390
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Bus or coach (17 or more pass seats),5,1,Heavy oil,9600
Taxi/Private hire car,4,1,Heavy oil,2664
Car,10,1,Petrol,1597
Car,12,1,Petrol,1598
Car,4,1,Petrol,1390
Car,4,1,Petrol,1781
Car,16,1,Petrol,954
Car,9,1,Petrol,1995
Car,7,1,Petrol,1598
Car,6,1,Petrol,1149
Motorcycle over 500cc,2,1,Petrol,988
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,2189
Car,4,1,Petrol,1587
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,10,1,Petrol,1108
Motorcycle over 125cc and up to 500cc,16,1,Petrol,400
Car,6,1,Petrol,1985
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle 125cc and under,5,1,Petrol,100
Car,5,1,Petrol,1242
Car,7,1,Petrol,1985
Motorcycle 50cc and under,6,1,Petrol,49
Car,4,1,Petrol,1598
Car,10,1,Petrol,1171
Car,1,1,Heavy oil,1461
Motorcycle over 500cc,9,1,Petrol,892
Motorcycle 125cc and under,1,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2496
Car,13,1,Petrol,1392
Car,13,1,Petrol,1392
Car,13,1,Petrol,1392
Motorcycle over 500cc,1,1,Petrol,599
Motorcycle 125cc and under,2,1,Petrol,124
Motorcycle 125cc and under,5,1,Petrol,101
Car,9,1,Petrol,1598
Car,9,1,Petrol,1598
Car,17,1,Petrol,2849
Car,3,1,Heavy oil,2184
Motorcycle 125cc and under,2,1,Petrol,124
Car,6,1,Petrol,1998
Motorcycle over 125cc and up to 500cc,5,1,Petrol,498
Motorcycle 50cc and under,1,1,Petrol,49
Motorcycle over 125cc and up to 500cc,2,1,Petrol,149
Car,2,1,Petrol,1998
Motorcycle 125cc and under,4,1,Petrol,85
Van / Goods 3.5 tonnes mgw or under,1,1,Gas/Bi-fuel,2295
Car,8,1,Petrol,999
Car,7,1,Petrol,1761
Motorcycle 50cc and under,4,1,Petrol,50
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Motorcycle over 125cc and up to 500cc,9,1,Petrol,233
Car,9,1,Petrol,1360
Car,9,1,Petrol,1360
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2461
Car,3,1,Petrol,1984
Car,1,1,Petrol,2393
Car,1,1,Petrol,2393
