Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive,Propulsion_Code,Engine_Capacity_CC
Car,7,1,Petrol,1598
Car,10,1,Petrol,1761
Car,12,1,Petrol,899
Car,2,1,Heavy oil,2902
Car,2,1,Heavy oil,2902
Car,4,1,Petrol,1596
Car,6,1,Petrol,1998
Car,5,1,Petrol,1598
Car,19,1,Petrol,2316
Car,2,1,Petrol,1199
Car,4,1,Petrol,1598
Car,8,1,Petrol,1396
Car,8,1,Petrol,1396
Car,7,1,Petrol,1299
Car,5,1,Petrol,1299
Car,9,1,Petrol,1597
Car,9,1,Petrol,1597
Car,9,1,Petrol,1998
Car,9,1,Petrol,1391
Car,4,1,Petrol,1598
Car,6,1,Petrol,1242
Car,6,1,Petrol,1242
Car,1,1,Petrol,1240
Car,8,1,Heavy oil,1905
Car,8,1,Petrol,899
Car,10,1,Petrol,1996
Car,5,1,Petrol,2793
Motorcycle 125cc and under,1,1,Petrol,125
Car,16,1,Petrol,1597
Car,7,1,Petrol,1242
Car,7,1,Petrol,1242
Car,7,1,Petrol,1242
Car,7,1,Petrol,1242
Car,7,1,Petrol,1242
Car,5,1,Petrol,1998
Car,2,1,Petrol,1242
Car,15,1,Petrol,1580
Car,11,1,Petrol,1596
Car,11,1,Petrol,1596
Car,2,1,Petrol,3179
Car,13,1,Petrol,1998
Car,5,1,Petrol,1850
Car,7,1,Petrol,1587
Car,10,1,Heavy oil,1870
Car,10,1,Heavy oil,1870
Motorcycle 125cc and under,3,1,Petrol,125
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1461
Car,1,1,Petrol,1341
Car,1,1,Petrol,1596
Car,1,1,Petrol,1587
Motorcycle over 500cc,7,1,Petrol,955
Car,3,1,Petrol,1199
Motorcycle over 500cc,1,1,Petrol,998
Car,7,1,Petrol,1389
Car,7,1,Petrol,1389
Car,5,1,Petrol,1400
Car,12,1,Petrol,1360
Car,4,1,Petrol,1598
Car,6,1,Petrol,1598
Car,5,1,Petrol,1998
Bus or coach (17 or more pass seats),7,1,Heavy oil,5900
Car,11,1,Petrol,1998
Car,5,1,Petrol,1998
Car,12,1,Heavy oil,1905
Car,7,1,Petrol,1991
Goods 7.5 tonnes mgw and over,11,1,Heavy oil,9600
Car,8,1,Heavy oil,1997
Motorcycle 125cc and under,4,1,Petrol,124
Car,9,1,Petrol,1762
Car,7,1,Petrol,1360
Car,8,1,Petrol,1390
Car,13,1,Petrol,1392
Car,5,1,Petrol,1124
Car,4,1,Heavy oil,1995
Car,4,1,Petrol,1388
Car,9,1,Petrol,2494
Motorcycle over 500cc,7,1,Petrol,900
Car,4,1,Petrol,1396
Car,10,1,Petrol,1762
Car,10,1,Petrol,1762
Car,10,1,Petrol,1108
Car,13,1,Petrol,1108
Car,3,1,Petrol,1598
Car,3,1,Petrol,1598
Car,4,1,Heavy oil,1896
Motorcycle over 500cc,9,1,Heavy oil,918
Car,5,1,Heavy oil,1896
Car,6,1,Petrol,1299
Car,1,1,Petrol,1590
Car,8,1,Petrol,1396
Car,13,1,Petrol,1587
Motorcycle over 500cc,19,1,Petrol,600
Car,7,1,Petrol,1598
Car,7,1,Petrol,1762
Car,4,1,Petrol,1348
Car,4,1,Petrol,1596
Motorcycle over 500cc,3,1,Petrol,599
Motorcycle over 500cc,3,1,Petrol,599
Car,10,1,Petrol,1296
Motorcycle over 125cc and up to 500cc,1,1,Petrol,459
Car,16,1,Petrol,1118
Motorcycle 125cc and under,4,1,Petrol,124
Car,7,1,Petrol,1597
Car,11,1,Heavy oil,2497
Car,9,1,Petrol,1597
Car,5,1,Heavy oil,1896
Car,12,1,Petrol,1596
Car,4,1,Petrol,1390
Car,6,1,Petrol,1598
Car,2,1,Petrol,1124
Car,2,1,Petrol,1124
Car,12,1,Petrol,1493
Car,8,1,Petrol,1948
Car,15,1,Petrol,2986
Car,5,1,Petrol,2200
Car,6,1,Petrol,1588
Car,6,1,Petrol,1799
Car,6,1,Petrol,1799
Car,6,1,Petrol,1799
Car,6,1,Petrol,1390
Car,18,1,Petrol,1721
Car,18,1,Petrol,1721
Car,6,1,Petrol,1598
Car,7,1,Petrol,999
Motorcycle over 125cc and up to 500cc,12,1,Petrol,398
Car,2,1,Heavy oil,1896
Bus or coach (17 or more pass seats),7,1,Heavy oil,5900
Car,9,1,Petrol,1998
Car,7,1,Heavy oil,1905
Motorcycle 125cc and under,4,1,Petrol,100
Motorcycle 125cc and under,4,1,Petrol,100
Car,3,1,Heavy oil,1753
Bus or coach (17 or more pass seats),3,1,Heavy oil,9200
Car,2,1,Petrol,1198
Car,13,1,Petrol,1235
Car,1,1,Petrol,1998
Car,8,1,Petrol,2792
Car,6,1,Petrol,1598
Motorcycle over 500cc,7,1,Petrol,599
Motorcycle over 500cc,3,1,Petrol,892
Car,6,1,Petrol,1360
Motorcycle 50cc and under,2,1,Petrol,49
Car,6,1,Petrol,1998
Car,10,1,Petrol,1998
Car,10,1,Petrol,1587
Car,10,1,Petrol,1587
Car,2,1,Petrol,1998
Car,11,1,Heavy oil,1686
Car,2,1,Petrol,1590
Car,5,1,Petrol,1390
Car,5,1,Petrol,1390
Bus or coach (17 or more pass seats),5,1,Heavy oil,5900
Car,3,1,Petrol,973
Car,3,1,Petrol,1124
Bus or coach (17 or more pass seats),3,1,Heavy oil,9200
Car,5,1,Petrol,1794
Car,8,1,Petrol,1120
Car,9,1,Petrol,1391
Car,4,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,2496
Car,7,1,Petrol,1840
Car,5,1,Petrol,999
Car,5,1,Petrol,1595
Car,5,1,Heavy oil,1689
Car,2,1,Petrol,1389
Car,7,1,Petrol,1991
Car,6,1,Heavy oil,1905
Motorcycle 125cc and under,2,1,Petrol,125
Car,1,1,Petrol,999
Motorcycle over 500cc,5,1,Petrol,1298
Car,8,1,Petrol,973
Car,3,1,Petrol,1598
Car,3,1,Petrol,1598
Car,6,1,Heavy oil,1868
Car,1,1,Petrol,1598
Car,1,1,Petrol,1598
Car,6,1,Petrol,2200
Car,4,1,Petrol,1598
Car,7,1,Petrol,1796
Car,5,1,Petrol,1242
Car,5,1,Petrol,1242
Car,2,1,Petrol,1590
Car,12,1,Petrol,1998
Motorcycle over 500cc,2,1,Petrol,955
Car,3,1,Heavy oil,1997
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2402
Motorcycle 125cc and under,3,1,Petrol,124
Motorcycle 125cc and under,9,1,Petrol,85
Car,17,1,Petrol,1596
Car,17,1,Petrol,1596
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,8,1,Petrol,1332
Motorcycle over 500cc,6,1,Petrol,599
Car,11,1,Petrol,2199
Car,9,1,Heavy oil,1905
Bus or coach (17 or more pass seats),7,1,Heavy oil,5900
Motorcycle over 500cc,1,1,Petrol,984
Bus or coach (17 or more pass seats),7,1,Heavy oil,5900
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2299
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,2299
Car,18,1,Petrol,1587
Car,16,1,Petrol,1235
Van / Goods 3.5 tonnes mgw or under,11,1,Heavy oil,2496
Car,8,1,Petrol,1149
Car,2,1,Heavy oil,1398
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Car,4,1,Petrol,1124
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,1900
Motorcycle 125cc and under,6,1,Petrol,124
Bus or coach (17 or more pass seats),2,1,Heavy oil,9200
Car,9,1,Petrol,1597
Car,9,1,Petrol,1597
Motorcycle over 500cc,1,1,Petrol,599
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,10,1,Petrol,998
Car,9,1,Petrol,1390
Car,9,1,Petrol,1390
Car,9,1,Petrol,1390
Car,1,1,Petrol,1596
Car,13,1,Heavy oil,1905
Car,5,1,Petrol,1598
Car,6,1,Petrol,1390
Car,3,1,Petrol,1390
Car,6,1,Petrol,1360
Car,3,1,Petrol,1299
Car,5,1,Petrol,1595
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,2402
Car,9,1,Petrol,1391
Car,5,1,Petrol,1149
Car,3,1,Petrol,1988
Car,5,1,Petrol,1199
Car,3,1,Petrol,1596
Car,6,1,Petrol,1390
Car,13,1,Petrol,1590
Car,12,1,Heavy oil,1870
Motorcycle over 500cc,7,1,Petrol,599
Car,5,1,Petrol,1796
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2151
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Motorcycle 125cc and under,1,1,Petrol,124
Car,5,1,Petrol,998
Car,9,1,Petrol,1997
Car,9,1,Petrol,1997
Motorcycle over 125cc and up to 500cc,10,1,Petrol,349
Motorcycle over 125cc and up to 500cc,10,1,Petrol,349
Car,7,1,Petrol,1991
Car,7,1,Petrol,1991
Car,4,1,Petrol,1749
Motorcycle 125cc and under,10,1,Petrol,124
Car,11,1,Petrol,1242
Car,5,1,Petrol,1242
Car,15,1,Petrol,1235
Car,15,1,Petrol,1235
Car,10,1,Heavy oil,1753
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,7,1,Petrol,1589
Car,3,1,Heavy oil,1461
Car,10,1,Petrol,998
Car,13,1,Petrol,2226
Car,8,1,Petrol,1996
Car,10,1,Heavy oil,1753
Car,10,1,Heavy oil,1753
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1896
Car,4,1,Petrol,1596
Motorcycle over 125cc and up to 500cc,7,1,Petrol,499
Car,4,1,Petrol,1242
Car,12,1,Petrol,1391
Car,12,1,Petrol,1391
Car,9,1,Petrol,998
Motorcycle over 500cc,12,1,Petrol,553
Car,9,1,Petrol,1991
Car,9,1,Petrol,1991
Motorcycle over 500cc,2,1,Petrol,599
Car,4,1,Petrol,998
Motorcycle over 125cc and up to 500cc,4,1,Petrol,398
Car,11,1,Petrol,998
Car,11,1,Petrol,998
Car,11,1,Petrol,998
Car,11,1,Petrol,998
Car,7,1,Petrol,1998
Car,4,1,Petrol,1242
Motorcycle 125cc and under,2,1,Petrol,124
Car,12,1,Petrol,1796
Car,5,1,Petrol,1299
Car,2,1,Heavy oil,3222
Car,2,1,Heavy oil,3222
Car,8,1,Petrol,1275
Car,3,1,Petrol,2967
Car,6,1,Petrol,1855
Car,4,1,Petrol,1398
Car,4,1,Petrol,1398
Car,16,1,Petrol,1392
Car,16,1,Petrol,1392
Taxi/Private hire car,7,1,Heavy oil,2664
Car,11,1,Petrol,2792
Car,3,1,Petrol,1796
Car,3,1,Petrol,1199
Car,8,1,Petrol,1597
Car,8,1,Petrol,1493
Car,9,1,Petrol,1762
Car,5,1,Petrol,1595
Car,1,1,Petrol,1998
Motorcycle over 500cc,5,1,Petrol,899
Car,11,1,Petrol,1984
Motorcycle 125cc and under,5,1,Petrol,124
Motorcycle 125cc and under,5,1,Petrol,124
Car,13,1,Petrol,1396
Car,10,1,Petrol,1396
Car,18,1,Petrol,1766
Car,11,1,Heavy oil,1686
Car,4,1,Petrol,2597
Car,4,1,Petrol,2597
Car,4,1,Petrol,2597
Car,4,1,Petrol,1124
Car,4,1,Petrol,1242
Car,11,1,Petrol,1984
Car,5,1,Petrol,1400
Car,12,1,Petrol,1796
Car,12,1,Petrol,2494
Car,6,1,Petrol,796
Car,5,1,Petrol,1598
Car,5,1,Petrol,1299
Car,6,1,Petrol,1390
Car,5,1,Petrol,2351
Car,2,1,Petrol,1124
Car,12,1,Petrol,2150
Car,4,1,Petrol,2198
Car,3,1,Petrol,1988
Car,3,1,Petrol,1988
Car,2,1,Petrol,1388
Motorcycle over 500cc,5,1,Petrol,600
Goods over 3.5t. and under 7.5t,5,1,Heavy oil,4250
Car,9,1,Heavy oil,1527
Car,2,1,Petrol,1598
Car,2,1,Petrol,1598
Car,5,1,Petrol,999
Car,5,1,Petrol,999
Car,9,1,Petrol,1781
Car,3,1,Petrol,1997
Car,2,1,Petrol,1769
Car,9,1,Petrol,1242
Car,3,1,Petrol,1895
Car,8,1,Petrol,1299
Car,6,1,Petrol,1781
Car,2,1,Petrol,1997
Car,10,1,Petrol,1998
Car,10,1,Petrol,1998
Car,18,1,Petrol,1342
Car,18,1,Petrol,1342
Car,2,1,Heavy oil,1398
Car,5,1,Petrol,1396
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,1998
Car,9,1,Petrol,1390
Car,5,1,Heavy oil,1974
Car,5,1,Petrol,1124
Car,3,1,Heavy oil,1994
Car,5,1,Petrol,1149
Car,3,1,Petrol,1985
Car,4,1,Petrol,1988
Car,4,1,Petrol,1988
Car,6,1,Petrol,1595
Car,6,1,Petrol,1595
Car,8,1,Petrol,1499
Car,8,1,Petrol,1499
Car,2,1,Petrol,1975
Car,6,1,Petrol,1796
Car,2,1,Petrol,998
Car,5,1,Petrol,1242
Minibus (8 - 16 passenger seats),9,1,Heavy oil,2800
Car,6,1,Petrol,1242
Car,9,1,Petrol,1391
Car,7,1,Petrol,1242
Motorcycle over 500cc,1,1,Petrol,647
Motorcycle over 500cc,1,1,Petrol,647
Car,7,1,Petrol,1598
Car,4,1,Petrol,1590
Car,4,1,Petrol,1497
Car,6,1,Petrol,1998
Car,3,1,Petrol,1149
Motorcycle 125cc and under,8,1,Petrol,125
Car,3,1,Petrol,1596
Motorcycle 125cc and under,2,1,Petrol,124
Car,13,1,Petrol,1389
Car,10,1,Petrol,1984
Car,6,1,Petrol,1390
Car,12,1,Petrol,1389
Car,5,1,Heavy oil,2283
Car,1,1,Petrol,1124
Car,8,1,Petrol,1390
Car,9,1,Petrol,998
Car,9,1,Petrol,998
Car,7,1,Petrol,1581
Car,7,1,Petrol,1581
Car,4,1,Petrol,1595
Car,4,1,Petrol,1595
Car,10,1,Petrol,1392
Car,1,1,Heavy oil,1998
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2496
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2496
Car,9,1,Petrol,1996
Car,4,1,Petrol,1598
Car,11,1,Petrol,998
Car,8,1,Petrol,1590
Car,4,1,Petrol,2000
Car,8,1,Petrol,999
Car,8,1,Petrol,999
Car,16,1,Petrol,1781
Car,16,1,Petrol,1781
Car,1,1,Petrol,1240
Car,6,1,Petrol,1275
Car,6,1,Petrol,1275
Car,5,1,Petrol,1781
Car,5,1,Petrol,1781
Car,2,1,Petrol,1998
Car,9,1,Petrol,998
Car,9,1,Petrol,998
Car,7,1,Petrol,1795
Car,3,1,Petrol,2497
Bus or coach (17 or more pass seats),7,1,Heavy oil,5900
Bus or coach (17 or more pass seats),7,1,Heavy oil,5900
Car,5,1,Petrol,1324
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,1,1,Petrol,1998
Car,1,1,Petrol,998
Car,8,1,Petrol,1996
Car,8,1,Petrol,1996
Car,13,1,Petrol,1390
Car,3,1,Petrol,1400
Car,8,1,Petrol,1587
Car,8,1,Petrol,1587
Bus or coach (17 or more pass seats),7,1,Heavy oil,8500
Bus or coach (17 or more pass seats),3,1,Heavy oil,7300
Car,7,1,Petrol,1149
Motorcycle 125cc and under,1,1,Petrol,124
Motorcycle 125cc and under,1,1,Petrol,124
Car,8,1,Heavy oil,1994
Car,15,1,Petrol,999
Car,15,1,Petrol,999
Car,2,1,Petrol,2351
Car,7,1,Petrol,1360
Car,11,1,Petrol,998
Car,8,1,Petrol,1998
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,1910
Car,2,1,Petrol,1590
Car,1,1,Petrol,1389
Car,1,1,Petrol,1999
Car,11,1,Petrol,2199
Car,11,1,Petrol,2199
Car,5,1,Petrol,1400
Car,2,1,Heavy oil,1995
Car,3,1,Petrol,1598
Goods 7.5 tonnes mgw and over,3,1,Heavy oil,11705
Car,5,1,Petrol,796
Car,8,1,Petrol,1299
Car,8,1,Petrol,1299
Car,4,1,Petrol,1242
Car,6,1,Petrol,998
Goods 7.5 tonnes mgw and over,8,1,Heavy oil,6000
Car,6,1,Petrol,1299
Car,7,1,Petrol,1596
Car,8,1,Petrol,1108
Car,10,1,Petrol,1493
Car,1,1,Petrol,2597
Car,8,1,Petrol,1597
Motorcycle 125cc and under,7,1,Petrol,85
Car,6,1,Petrol,1796
Motorcycle over 125cc and up to 500cc,6,1,Petrol,499
Motorcycle over 500cc,1,1,Petrol,599
Car,5,1,Petrol,1796
Car,9,1,Petrol,1596
Car,7,1,Petrol,1396
Motorcycle 125cc and under,3,1,Petrol,124
Car,7,1,Petrol,1781
Car,8,1,Petrol/Gas (LPG),2500
Car,9,1,Petrol,1998
Car,3,1,Petrol,1493
Motorcycle 50cc and under,1,1,Petrol,49
Car,2,1,Petrol,1796
Car,5,1,Petrol,1598
Car,5,1,Petrol,1598
Car,10,1,Petrol,1124
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1753
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1753
Car,4,1,Petrol,1998
Car,10,1,Heavy oil,1527
Car,3,1,Petrol,1396
Car,3,1,Petrol,1396
Taxi/Private hire car,5,1,Heavy oil,1997
Car,9,1,Petrol,2494
Car,8,1,Petrol,1997
Car,13,1,Petrol,1796
Car,17,1,Petrol,1795
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Car,10,1,Petrol,1796
Car,10,1,Petrol,1796
Car,9,1,Heavy oil,1753
Car,11,1,Petrol,1391
Car,16,1,Petrol,1295
Car,3,1,Petrol,1587
Bus or coach (17 or more pass seats),2,1,Heavy oil,8268
Goods 7.5 tonnes mgw and over,9,1,Heavy oil,11600
Car,2,1,Heavy oil,1896
Motorcycle over 500cc,11,1,Petrol,798
Car,1,1,Heavy oil,1997
Car,9,1,Petrol,1392
Car,6,1,Petrol,1299
Car,6,1,Petrol,1299
Motorcycle 50cc and under,2,1,Petrol,49
Car,1,1,Petrol,1984
Car,4,1,Petrol,1679
Car,12,1,Petrol,1998
Motorcycle 125cc and under,2,1,Petrol,124
Van / Goods 3.5 tonnes mgw or under,5,1,Heavy oil,2800
Car,1,1,Petrol,1999
Car,1,1,Petrol,1999
Car,7,1,Petrol,2972
Car,12,1,Petrol,998
Car,6,1,Petrol,2498
Car,6,1,Petrol,2498
Car,9,1,Petrol,1360
Car,11,1,Petrol,1299
Car,8,1,Petrol,1896
Car,7,1,Petrol,1799
Car,6,1,Petrol,1396
Bus or coach (17 or more pass seats),3,1,Heavy oil,8268
Car,8,1,Petrol,998
Car,8,1,Petrol,998
Car,8,1,Petrol,1299
Car,8,1,Petrol,1242
Car,5,1,Petrol,1600
Car,5,1,Petrol,1796
Car,5,1,Petrol,1600
Car,5,1,Petrol,1595
Car,3,1,Petrol,1948
Motorcycle 50cc and under,2,1,Petrol,49
Car,12,1,Petrol,1275
Car,11,1,Petrol,1995
Car,6,1,Petrol,998
Car,4,1,Petrol,1598
Van / Goods 3.5 tonnes mgw or under,7,1,Heavy oil,1905
Car,3,1,Petrol,1587
Car,3,1,Heavy oil,1995
Motorcycle over 500cc,5,1,Petrol,600
Car,6,1,Petrol,1396
Car,6,1,Petrol,1396
Car,6,1,Heavy oil,1753
Car,6,1,Heavy oil,1753
Car,6,1,Heavy oil,1753
Car,6,1,Heavy oil,1753
Car,6,1,Heavy oil,1753
Car,6,1,Heavy oil,1753
Car,10,1,Petrol,1998
Car,10,1,Petrol,1998
Car,4,1,Heavy oil,1997
Car,4,1,Heavy oil,1997
Car,2,1,Petrol,1360
Car,5,1,Petrol,2967
Car,5,1,Petrol,2967
Car,1,1,Heavy oil,2184
Car,6,1,Petrol,1896
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Motorcycle 50cc and under,4,1,Petrol,49
Car,10,1,Petrol,1991
Car,8,1,Petrol,1597
Taxi/Private hire car,4,1,Petrol,1798
Motorcycle 125cc and under,1,1,Petrol,124
Car,8,1,Petrol,1332
Car,15,1,Petrol,1990
Car,16,1,Petrol,2299
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,3,1,Petrol,2435
Car,6,1,Petrol,1799
Car,11,1,Petrol,1998
Car,3,1,Petrol,1781
Car,10,1,Petrol,1392
Car,6,1,Heavy oil,1900
Car,2,1,Petrol,1796
Car,7,1,Petrol,1998
Motorcycle over 500cc,8,1,Petrol,1200
Car,1,1,Petrol,1364
Car,5,1,Petrol,1997
Motorcycle over 500cc,1,1,Petrol,599
Bus or coach (17 or more pass seats),3,1,Heavy oil,5883
Car,11,1,Petrol,1597
Car,11,1,Petrol,1597
Car,11,1,Petrol,1597
Car,11,1,Petrol,1597
Car,12,1,Petrol,1587
Car,12,1,Petrol,1587
Car,3,1,Petrol,1781
Car,4,1,Petrol,1299
Car,5,1,Petrol,2793
Car,3,1,Petrol,1598
Motorcycle 125cc and under,1,1,Petrol,125
Car,8,1,Petrol,1988
Motorcycle 125cc and under,5,1,Petrol,100
Car,13,1,Petrol,1389
Motorcycle 125cc and under,6,1,Petrol,124
Motorcycle 125cc and under,2,1,Petrol,124
Car,2,1,Petrol,1242
Bus or coach (17 or more pass seats),2,1,Heavy oil,7300
Car,10,1,Petrol,1796
Car,7,1,Petrol,1598
Car,4,1,Petrol,1390
Goods over 3.5t. and under 7.5t,1,1,Heavy oil,4250
Car,12,1,Heavy oil,1998
Car,4,1,Petrol,1796
Car,6,1,Petrol,1781
Car,5,1,Petrol,1360
Car,6,1,Petrol,1800
Car,2,1,Petrol,1998
Car,12,1,Petrol,1119
Taxi/Private hire car,5,1,Heavy oil,2664
Motorcycle over 500cc,9,1,Petrol,599
Car,8,1,Petrol,1242
Car,15,1,Petrol,1590
Car,15,1,Petrol,1297
Motorcycle over 500cc,5,1,Petrol,577
Car,11,1,Petrol,2199
Car,2,1,Petrol,1360
Taxi/Private hire car,1,1,Heavy oil,1997
Taxi/Private hire car,1,1,Heavy oil,1997
Car,13,1,Petrol,1994
Motorcycle over 500cc,5,1,Petrol,1137
Motorcycle over 125cc and up to 500cc,16,1,Petrol,398
Motorcycle over 125cc and up to 500cc,16,1,Petrol,398
Goods 7.5 tonnes mgw and over,5,1,Heavy oil,12130
Van / Goods 3.5 tonnes mgw or under,3,1,Heavy oil,1998
Car,10,1,Petrol,1389
Minibus (8 - 16 passenger seats),11,1,Heavy oil,2496
Car,7,1,Petrol,1984
Car,2,1,Petrol,1598
Motorcycle over 500cc,6,1,Petrol,599
Motorcycle over 500cc,6,1,Petrol,599
Motorcycle over 500cc,6,1,Petrol,599
Motorcycle over 500cc,6,1,Petrol,599
Van / Goods 3.5 tonnes mgw or under,6,1,Heavy oil,2800
Taxi/Private hire car,1,1,Heavy oil,2402
Bus or coach (17 or more pass seats),3,1,Heavy oil,9600
Motorcycle over 500cc,2,1,Petrol,1130
Taxi/Private hire car,8,1,Heavy oil,2496
Car,18,1,Petrol,1598
Taxi/Private hire car,2,1,Heavy oil,1997
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,5,1,Petrol,973
Bus or coach (17 or more pass seats),4,1,Heavy oil,7300
Car,3,1,Petrol,1988
Car,3,1,Petrol,1988
Motorcycle 125cc and under,2,1,Petrol,125
Taxi/Private hire car,4,1,Heavy oil,2664
Car,7,1,Petrol,1840
Car,7,1,Petrol,1840
Car,7,1,Petrol,1840
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,15,1,Petrol,993
Car,15,1,Petrol,993
Car,2,1,Petrol,3724
Motorcycle over 500cc,1,1,Petrol,998
Car,3,1,Petrol,1299
Other vehicle,1,1,Heavy oil,6370
Taxi/Private hire car,1,1,Heavy oil,1896
Car,3,1,Heavy oil,1896
Motorcycle over 500cc,2,1,Petrol,954
Car,20,1,Petrol,2746
Car,20,1,Petrol,2746
Goods 7.5 tonnes mgw and over,9,1,Heavy oil,9603
Goods 7.5 tonnes mgw and over,9,1,Heavy oil,9603
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,2,1,Heavy oil,1997
Car,2,1,Heavy oil,1997
Car,9,1,Petrol,2464
Car,1,1,Heavy oil,1753
Car,1,1,Petrol,1587
Taxi/Private hire car,6,1,Heavy oil,2664
Bus or coach (17 or more pass seats),2,1,Heavy oil,9200
Goods 7.5 tonnes mgw and over,8,1,Heavy oil,5861
Van / Goods 3.5 tonnes mgw or under,8,1,Heavy oil,2496
Car,1,1,Heavy oil,1896
Van / Goods 3.5 tonnes mgw or under,4,1,Heavy oil,2402
Car,3,1,Petrol,1390
Car,4,1,Petrol,1761
Taxi/Private hire car,10,1,Petrol,1998
Taxi/Private hire car,10,1,Petrol,1998
Taxi/Private hire car,10,1,Petrol,1998
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,12130
Goods 7.5 tonnes mgw and over,2,1,Heavy oil,5900
Taxi/Private hire car,3,1,Heavy oil,2402
Motorcycle 50cc and under,6,1,Petrol,49
Bus or coach (17 or more pass seats),1,1,Heavy oil,7300
Car,5,1,Petrol,1595
Car,8,1,Petrol,1996
Car,3,1,Petrol,3301
Car,4,1,Petrol,2997
Car,4,1,Petrol,2997
Car,1,1,Petrol,1598
Motorcycle over 125cc and up to 500cc,6,1,Petrol,499
Other vehicle,7,1,Heavy oil,2496
Other vehicle,7,1,Heavy oil,2496
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Bus or coach (17 or more pass seats),4,1,Heavy oil,5883
Car,3,1,Petrol,1595
Car,3,1,Petrol,1595
Car,3,1,Petrol,1595
Car,9,1,Petrol,1389
Car,11,1,Petrol,1796
Car,11,1,Petrol,1796
Car,11,1,Petrol,1796
Taxi/Private hire car,11,1,Heavy oil,2664
Van / Goods 3.5 tonnes mgw or under,2,1,Heavy oil,2494
Motorcycle 125cc and under,3,1,Petrol,125
Motorcycle over 125cc and up to 500cc,5,1,Petrol,499
Van / Goods 3.5 tonnes mgw or under,1,1,Heavy oil,2151
Car,11,1,Petrol,1590
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,1,1,Petrol,1997
Car,8,1,Petrol,998
Car,8,1,Petrol,998
Motorcycle over 500cc,3,1,Petrol,1084
Car,9,1,Petrol,1597
Car,7,1,Petrol,2457
Motorcycle 125cc and under,3,1,Petrol,124
Motorcycle over 500cc,6,1,Petrol,600
Car,1,1,Petrol,1390
Car,1,1,Petrol,1390
Car,5,1,Heavy oil,2151
Car,5,1,Heavy oil,2151
Car,6,1,Heavy oil,2996
Goods over 3.5t. and under 7.5t,2,1,Heavy oil,3900
Car,6,1,Petrol,2967
Goods 7.5 tonnes mgw and over,1,1,Heavy oil,11116
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,16,1,Petrol,1597
Car,9,1,Petrol,1783
Bus or coach (17 or more pass seats),4,1,Heavy oil,8268
Motorcycle 50cc and under,1,1,Petrol,49
Bus or coach (17 or more pass seats),1,1,Heavy oil,6370
Car,1,1,Heavy oil,1900
Taxi/Private hire car,6,1,Heavy oil,1753
Car,10,1,Petrol,1597
Car,1,1,Petrol,1970
Car,13,1,Petrol,1769
Car,6,1,Petrol,1600
Car,14,1,Petrol,1781
Car,14,1,Petrol,1781
Car,14,1,Petrol,1781
Car,14,1,Petrol,1781
Car,5,1,Petrol,1988
Car,5,1,Petrol,1988
Car,3,1,Petrol,1796
Car,5,1,Petrol,1124
Car,11,1,Petrol,1794
Car,15,1,Petrol,1397
