,Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
16848,Car,10.0,1.0,Heavy oil,1905.0
16849,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
16850,Car,3.0,1.0,Petrol,1998.0
16851,Car,7.0,1.0,Petrol,1597.0
16852,Car,11.0,1.0,Petrol,1998.0
16853,Car,2.0,1.0,Heavy oil,1995.0
16854,Car,12.0,1.0,Petrol,1390.0
16855,Car,2.0,1.0,Petrol,1794.0
16858,Motorcycle over 500cc,9.0,1.0,Petrol,918.0
16859,Car,5.0,1.0,Petrol,1994.0
16860,Car,10.0,1.0,Heavy oil,1974.0
16861,Car,7.0,1.0,Petrol,1390.0
16863,Motorcycle over 500cc,4.0,1.0,Petrol,1450.0
16864,Car,5.0,1.0,Petrol,1998.0
16865,Car,4.0,1.0,Heavy oil,1868.0
16866,Car,5.0,1.0,Heavy oil,1997.0
16869,Car,13.0,1.0,Petrol,1598.0
16870,Motorcycle 125cc and under,8.0,1.0,Petrol,124.0
16871,Car,13.0,1.0,Petrol,988.0
16872,Car,5.0,1.0,Petrol,998.0
16874,Car,12.0,1.0,Heavy oil,1396.0
16875,Car,15.0,1.0,Petrol,1235.0
16879,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
16880,Car,8.0,1.0,Petrol,1796.0
16881,Car,12.0,1.0,Petrol,1391.0
16882,Car,13.0,1.0,Petrol,1587.0
16883,Car,10.0,1.0,Petrol,1119.0
16884,Car,10.0,1.0,Petrol,1119.0
16885,Car,10.0,1.0,Petrol,1119.0
16886,Car,8.0,1.0,Petrol,2498.0
16888,Car,6.0,1.0,Petrol,973.0
16889,Car,14.0,1.0,Heavy oil,1974.0
16890,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,2500.0
16891,Motorcycle over 500cc,13.0,1.0,Petrol,749.0
16892,Car,1.0,1.0,Petrol,2354.0
16893,Motorcycle 50cc and under,4.0,1.0,Petrol,49.0
16894,Car,5.0,1.0,Petrol,1895.0
16895,Car,4.0,1.0,Petrol,1796.0
16896,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
16897,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
16898,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
16899,Car,3.0,1.0,Petrol,1298.0
16901,Car,16.0,1.0,Petrol,1997.0
16904,Car,6.0,1.0,Heavy oil,1905.0
16905,Car,1.0,1.0,Petrol,1199.0
16906,Motorcycle 125cc and under,10.0,1.0,Petrol,124.0
16907,Car,10.0,1.0,Petrol,2199.0
16908,Car,4.0,1.0,Petrol,1299.0
16909,Car,4.0,1.0,Petrol,1299.0
16910,Motorcycle over 500cc,7.0,1.0,Petrol,599.0
16911,Car,12.0,1.0,Petrol,2972.0
16912,Car,9.0,1.0,Petrol,1196.0
16917,Car,2.0,1.0,Petrol,1796.0
16918,Car,6.0,1.0,Petrol,1396.0
16919,Car,6.0,1.0,Petrol,1396.0
16920,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
16921,Goods over 3.5t. and under 7.5t,9.0,1.0,Heavy oil,5861.0
16922,Car,1.0,1.0,Petrol,1388.0
16923,Car,1.0,1.0,Petrol,1388.0
16924,Motorcycle over 500cc,7.0,1.0,Petrol,600.0
16926,Car,4.0,1.0,Petrol,1794.0
16927,Car,6.0,1.0,Petrol,1988.0
16928,Car,7.0,1.0,Petrol,1997.0
16929,Car,8.0,1.0,Heavy oil,1896.0
16930,Car,8.0,1.0,Petrol,1997.0
16932,Car,6.0,1.0,Petrol,1596.0
16933,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,200.0
16934,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,200.0
16935,Car,1.0,1.0,Petrol,1598.0
16936,Car,9.0,1.0,Petrol,1761.0
16937,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1686.0
16938,Motorcycle over 125cc and up to 500cc,3.0,1.0,Petrol,249.0
16940,Car,3.0,1.0,Petrol,2494.0
16941,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
16943,Car,1.0,1.0,Petrol,1598.0
16944,Car,9.0,1.0,Petrol,1598.0
16945,Car,9.0,1.0,Petrol,1341.0
16946,Car,5.0,1.0,Petrol,1600.0
16947,Car,5.0,1.0,Petrol,1600.0
16948,Car,5.0,1.0,Petrol,1600.0
16949,Car,9.0,1.0,Petrol,998.0
16950,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
16953,Car,8.0,1.0,Petrol,998.0
16955,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
16956,Car,9.0,1.0,Petrol,2793.0
16957,Car,9.0,1.0,Petrol,1762.0
16958,Car,10.0,1.0,Petrol,998.0
16962,Car,1.0,1.0,Petrol,998.0
16963,Car,3.0,1.0,Petrol,1299.0
16964,Car,11.0,1.0,Heavy oil,1753.0
16965,Car,11.0,1.0,Heavy oil,1753.0
16966,Car,5.0,1.0,Petrol,1796.0
16967,Car,9.0,1.0,Petrol,2156.0
16968,Car,9.0,1.0,Petrol,2156.0
16971,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
16972,Car,4.0,1.0,Petrol,1598.0
16973,Taxi/Private hire car,2.0,1.0,Heavy oil,2402.0
16974,Car,1.0,1.0,Petrol,998.0
16975,Car,9.0,1.0,Petrol,1781.0
16976,Car,9.0,1.0,Petrol,1781.0
16977,Car,2.0,1.0,Heavy oil,2993.0
16978,Car,5.0,1.0,Petrol,1587.0
16979,Car,5.0,1.0,Petrol,1587.0
16981,Car,2.0,1.0,Petrol,1794.0
16983,Motorcycle over 125cc and up to 500cc,7.0,1.0,Petrol,499.0
16984,Car,3.0,1.0,Heavy oil,1896.0
16985,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
16987,Motorcycle 50cc and under,10.0,1.0,Petrol,49.0
16989,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
16992,Motorcycle over 500cc,5.0,1.0,Petrol,899.0
16993,Motorcycle over 500cc,5.0,1.0,Petrol,899.0
16994,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1686.0
16995,Car,9.0,1.0,Petrol,1392.0
16996,Car,4.0,1.0,Petrol,1299.0
16997,Motorcycle 125cc and under,6.0,1.0,Petrol,124.0
16998,Car,4.0,1.0,Petrol,993.0
16999,Car,7.0,1.0,Petrol,1332.0
17001,Car,4.0,1.0,Petrol,2362.0
17004,Motorcycle 50cc and under,4.0,1.0,Petrol,49.0
17005,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,499.0
17006,Car,4.0,1.0,Petrol,1796.0
17007,Car,4.0,1.0,Petrol,1796.0
17008,Car,4.0,1.0,Petrol,1796.0
17009,Car,4.0,1.0,Petrol,1796.0
17010,Car,4.0,1.0,Petrol,1796.0
17011,Car,8.0,1.0,Petrol,1998.0
17012,Car,8.0,1.0,Petrol,1998.0
17013,Car,6.0,1.0,Petrol,1120.0
17016,Car,4.0,1.0,Petrol,1794.0
17017,Car,9.0,1.0,Petrol,1396.0
17018,Car,11.0,1.0,Petrol,1495.0
17020,Motorcycle over 500cc,2.0,1.0,Petrol,599.0
17021,Motorcycle 125cc and under,3.0,1.0,Petrol,100.0
17022,Car,6.0,1.0,Petrol,2393.0
17025,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
17026,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
17027,Motorcycle 125cc and under,18.0,1.0,Petrol,85.0
17028,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
17029,Motorcycle over 500cc,4.0,1.0,Petrol,955.0
17030,Car,7.0,1.0,Petrol,1299.0
17032,Motorcycle 125cc and under,4.0,1.0,Petrol,85.0
17033,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
17034,Motorcycle over 125cc and up to 500cc,11.0,1.0,Petrol,487.0
17035,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
17036,Car,8.0,1.0,Petrol,2935.0
17038,Car,2.0,1.0,Petrol,1999.0
17039,Car,4.0,1.0,Petrol,1984.0
17040,Motorcycle over 500cc,2.0,1.0,Petrol,599.0
17041,Car,11.0,1.0,Petrol,998.0
17042,Motorcycle over 500cc,1.0,1.0,Petrol,582.0
17043,Car,4.0,1.0,Petrol,1796.0
17044,Car,9.0,1.0,Petrol,1762.0
17045,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
17046,Car,3.0,1.0,Petrol,1598.0
17047,Car,12.0,1.0,Petrol,1275.0
17048,Car,7.0,1.0,Petrol,1998.0
17049,Car,7.0,1.0,Petrol,1998.0
17050,Car,7.0,1.0,Petrol,1998.0
17051,Car,4.0,1.0,Petrol,1598.0
17052,Car,1.0,1.0,Heavy oil,2000.0
17053,Car,2.0,1.0,Petrol,1360.0
17054,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
17056,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,2300.0
17057,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17060,Motorcycle over 125cc and up to 500cc,2.0,1.0,Petrol,498.0
17061,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
17065,Car,3.0,1.0,Heavy oil,1896.0
17070,Car,3.0,1.0,Petrol,1587.0
17071,Car,15.0,1.0,Petrol,1392.0
17072,Car,12.0,1.0,Petrol,1272.0
17073,Car,5.0,1.0,Petrol,1360.0
17074,Car,7.0,1.0,Petrol,1762.0
17075,Motorcycle over 500cc,6.0,1.0,Petrol,645.0
17076,Car,7.0,1.0,Petrol,1762.0
17077,Car,4.0,1.0,Petrol,1596.0
17078,Car,4.0,1.0,Petrol,1596.0
17079,Car,7.0,1.0,Petrol,1895.0
17081,Car,1.0,1.0,Petrol,995.0
17082,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
17084,Car,10.0,1.0,Heavy oil,1905.0
17087,Car,6.0,1.0,Petrol,1332.0
17089,Car,12.0,1.0,Petrol,1998.0
17090,Car,5.0,1.0,Petrol,1124.0
17092,Motorcycle 125cc and under,7.0,1.0,Petrol,124.0
17098,Car,8.0,1.0,Petrol,1275.0
17099,Car,4.0,1.0,Petrol,1587.0
17101,Car,8.0,1.0,Petrol,1124.0
17102,Car,18.0,1.0,Petrol,1595.0
17103,Car,4.0,1.0,Petrol,1679.0
17104,Car,16.0,1.0,Petrol,1596.0
17105,Motorcycle over 500cc,3.0,1.0,Petrol,598.0
17107,Car,5.0,1.0,Petrol,1587.0
17108,Car,5.0,1.0,Petrol,1587.0
17109,Car,5.0,1.0,Petrol,1587.0
17110,Car,5.0,1.0,Petrol,1587.0
17111,Motorcycle over 500cc,7.0,1.0,Petrol,748.0
17112,Car,2.0,1.0,Petrol,1598.0
17113,Car,12.0,1.0,Petrol,954.0
17114,Car,7.0,1.0,Petrol,1597.0
17115,Car,4.0,1.0,Petrol,1390.0
17116,Car,11.0,1.0,Petrol,1196.0
17119,Car,17.0,1.0,Petrol,1800.0
17123,Van / Goods 3.5 tonnes mgw or under,4.0,1.0,Heavy oil,1686.0
17124,Car,5.0,1.0,Petrol,1850.0
17125,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17126,Car,13.0,1.0,Petrol,1493.0
17127,Car,11.0,1.0,Petrol,2494.0
17128,Car,5.0,1.0,Petrol,1596.0
17129,Car,1.0,1.0,Heavy oil,1363.0
17130,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
17131,Car,4.0,1.0,Petrol,2171.0
17132,Motorcycle over 500cc,3.0,1.0,Petrol,748.0
17133,Car,8.0,1.0,Petrol,1598.0
17134,Car,11.0,1.0,Petrol,1389.0
17136,Car,7.0,1.0,Heavy oil,1975.0
17138,Car,3.0,1.0,Petrol,1389.0
17141,Car,8.0,1.0,Petrol,1195.0
17143,Car,3.0,1.0,Petrol,1397.0
17144,Car,10.0,1.0,Heavy oil,1896.0
17145,Car,5.0,1.0,Petrol,1988.0
17146,Car,10.0,1.0,Petrol,1998.0
17149,Car,3.0,1.0,Petrol,1397.0
17151,Car,4.0,1.0,Petrol,1242.0
17157,Car,4.0,1.0,Petrol,1769.0
17158,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
17159,Car,5.0,1.0,Petrol,998.0
17161,Car,12.0,1.0,Petrol,1596.0
17163,Motorcycle 125cc and under,5.0,1.0,Petrol,100.0
17165,Car,13.0,1.0,Petrol,1118.0
17167,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
17168,Car,13.0,1.0,Petrol,1998.0
17169,Goods 7.5 tonnes mgw and over,11.0,1.0,Heavy oil,9834.0
17170,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
17171,Car,4.0,1.0,Petrol,973.0
17172,Car,8.0,1.0,Petrol,998.0
17174,Car,2.0,1.0,Petrol,1390.0
17175,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,9600.0
17176,Car,8.0,1.0,Petrol,1597.0
17178,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,9600.0
17181,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
17182,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
17183,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
17184,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
17185,Motorcycle over 500cc,3.0,1.0,Petrol,1171.0
17188,Motorcycle 125cc and under,1.0,1.0,Petrol,102.0
17189,Car,6.0,1.0,Petrol,1598.0
17190,Car,17.0,1.0,Petrol,1766.0
17191,Car,17.0,1.0,Petrol,1766.0
17192,Car,17.0,1.0,Petrol,1766.0
17193,Car,17.0,1.0,Petrol,1766.0
17194,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17195,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17196,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17197,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17198,Other vehicle,6.0,1.0,Heavy oil,2500.0
17199,Car,9.0,1.0,Petrol,1896.0
17200,Car,9.0,1.0,Petrol,1896.0
17202,Car,10.0,1.0,Petrol,1998.0
17204,Car,7.0,1.0,Petrol,1948.0
17205,Motorcycle over 500cc,1.0,1.0,Petrol,599.0
17206,Car,4.0,1.0,Heavy oil,1686.0
17208,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1998.0
17209,Car,5.0,1.0,Petrol,1948.0
17210,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
17211,Car,4.0,1.0,Petrol,999.0
17212,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
17213,Car,8.0,1.0,Petrol,2494.0
17214,Car,11.0,1.0,Petrol,1598.0
17221,Car,15.0,1.0,Petrol,1392.0
17224,Car,5.0,1.0,Petrol,1800.0
17225,Car,5.0,1.0,Petrol,1800.0
17226,Car,9.0,1.0,Petrol,1597.0
17227,Car,9.0,1.0,Petrol,1597.0
17230,Motorcycle over 500cc,1.0,1.0,Petrol,1164.0
17233,Car,8.0,1.0,Petrol,1390.0
17234,Car,9.0,1.0,Petrol,998.0
17235,Car,5.0,1.0,Petrol,1796.0
17236,Car,6.0,1.0,Petrol,1796.0
17239,Car,6.0,1.0,Petrol,1796.0
17240,Car,15.0,1.0,Petrol,1595.0
17241,Car,5.0,1.0,Petrol,1800.0
17244,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,2402.0
17245,Motorcycle 125cc and under,23.0,1.0,Petrol,124.0
17246,Car,9.0,1.0,Petrol,1849.0
17247,Motorcycle over 500cc,5.0,1.0,Petrol,599.0
17248,Car,16.0,1.0,Petrol,1272.0
17250,Car,5.0,1.0,Petrol,1360.0
17252,Motorcycle over 500cc,2.0,1.0,Petrol,988.0
17253,Car,6.0,1.0,Petrol,1493.0
17254,Car,2.0,1.0,Petrol,1199.0
17257,Car,5.0,1.0,Petrol,1388.0
17258,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,3900.0
17260,Motorcycle over 500cc,1.0,1.0,Petrol,1137.0
17262,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,398.0
17263,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,398.0
17265,Motorcycle over 500cc,2.0,1.0,Petrol,645.0
17266,Car,6.0,1.0,Petrol,973.0
17268,Car,14.0,1.0,Petrol,1595.0
17273,Car,3.0,1.0,Petrol,1587.0
17276,Car,11.0,1.0,Petrol,1272.0
17277,Car,5.0,1.0,Petrol,1390.0
17281,Motorcycle 125cc and under,5.0,1.0,Petrol,124.0
17282,Car,8.0,1.0,Heavy oil,1686.0
17283,Car,8.0,1.0,Heavy oil,1686.0
17284,Car,3.0,1.0,Petrol,998.0
17287,Car,14.0,1.0,Petrol,1595.0
17288,Motorcycle 125cc and under,7.0,1.0,Petrol,85.0
17289,Motorcycle over 125cc and up to 500cc,3.0,1.0,Petrol,176.0
17290,Motorcycle over 500cc,2.0,1.0,Petrol,647.0
17291,Car,7.0,1.0,Petrol,1587.0
17292,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
17293,Car,5.0,1.0,Petrol,2000.0
17295,Car,7.0,1.0,Petrol,1391.0
17298,Car,5.0,1.0,Petrol,1598.0
17299,Car,12.0,1.0,Petrol,1998.0
17300,Car,9.0,1.0,Petrol,998.0
17301,Car,1.0,1.0,Petrol,1360.0
17303,Motorcycle over 500cc,17.0,1.0,Petrol,644.0
17304,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
17305,Car,7.0,1.0,Petrol,1389.0
17306,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17307,Car,2.0,1.0,Petrol,4172.0
17309,Car,6.0,1.0,Petrol,1762.0
17310,Car,1.0,1.0,Petrol,998.0
17311,Car,1.0,1.0,Petrol,998.0
17312,Car,10.0,1.0,Petrol,1299.0
17313,Car,13.0,1.0,Petrol,1396.0
17315,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
17316,Motorcycle 125cc and under,3.0,1.0,Petrol,125.0
17318,Car,7.0,1.0,Petrol,1392.0
17319,Car,7.0,1.0,Petrol,1392.0
17320,Car,4.0,1.0,Petrol,1598.0
17322,Motorcycle over 500cc,7.0,1.0,Petrol,1198.0
17323,Car,11.0,1.0,Petrol,1590.0
17324,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
17325,Car,4.0,1.0,Petrol,1781.0
17327,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,499.0
17330,Car,15.0,1.0,Petrol,1840.0
17331,Car,8.0,1.0,Petrol,1598.0
17332,Car,10.0,1.0,Petrol,1389.0
17333,Car,10.0,1.0,Petrol,1389.0
17335,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,-1.0
17336,Car,15.0,1.0,Petrol,1986.0
17337,Motorcycle 125cc and under,10.0,1.0,Petrol,124.0
17338,Car,2.0,1.0,Petrol,1998.0
17340,Car,11.0,1.0,Petrol,954.0
17342,Car,3.0,1.0,Petrol,1389.0
17343,Motorcycle over 500cc,8.0,1.0,Petrol,892.0
17346,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
17347,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
17350,Car,4.0,1.0,Petrol,1598.0
17352,Car,2.0,1.0,Petrol,1396.0
17355,Car,9.0,1.0,Heavy oil,2675.0
17356,Bus or coach (17 or more pass seats),7.0,1.0,Heavy oil,5883.0
17357,Car,5.0,1.0,Petrol,1989.0
17358,Car,12.0,1.0,Petrol,1769.0
17359,Motorcycle 125cc and under,8.0,1.0,Petrol,85.0
17360,Car,8.0,1.0,Petrol,1242.0
17361,Car,12.0,1.0,Heavy oil,1769.0
17363,Car,4.0,1.0,Petrol,998.0
17366,Car,19.0,1.0,Petrol,999.0
17367,Car,6.0,1.0,Petrol,1781.0
17368,Car,1.0,1.0,Heavy oil,1995.0
17369,Car,8.0,1.0,Petrol,1396.0
17370,Car,16.0,1.0,Petrol,1597.0
17371,Car,4.0,1.0,Petrol,3000.0
17373,Car,7.0,1.0,Petrol,1493.0
17375,Car,16.0,1.0,Petrol,3590.0
17379,Taxi/Private hire car,5.0,1.0,Petrol,1796.0
17380,Car,6.0,1.0,Heavy oil,1870.0
17381,Taxi/Private hire car,7.0,1.0,Heavy oil,2664.0
17382,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,5883.0
17385,Car,11.0,1.0,Petrol,1390.0
17386,Car,11.0,1.0,Petrol,1390.0
17387,Car,12.0,1.0,Petrol,1597.0
17388,Car,1.0,1.0,Petrol,3246.0
17390,Car,2.0,1.0,Heavy oil,2148.0
17391,Car,12.0,1.0,Petrol,999.0
17392,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
17394,Car,6.0,1.0,Petrol,1597.0
17395,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
17398,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
17400,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
17404,Car,9.0,1.0,Petrol,954.0
17405,Car,1.0,1.0,Petrol,1497.0
17406,Car,9.0,1.0,Petrol,1390.0
17408,Car,8.0,1.0,Petrol,2494.0
17410,Car,9.0,1.0,Petrol,998.0
17411,Car,5.0,1.0,Petrol,1796.0
17412,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,7300.0
17413,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,8268.0
17414,Car,4.0,1.0,Petrol,1587.0
17415,Van / Goods 3.5 tonnes mgw or under,4.0,1.0,Heavy oil,2151.0
17416,Car,5.0,1.0,Petrol,1984.0
17417,Car,18.0,1.0,Petrol,1755.0
17421,Car,7.0,1.0,Petrol,1396.0
17422,Car,7.0,1.0,Heavy oil,1753.0
17424,Car,14.0,1.0,Petrol,1298.0
17425,Car,7.0,1.0,Petrol,1396.0
17429,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,1753.0
17430,Motorcycle over 500cc,8.0,1.0,Petrol,599.0
17431,Car,10.0,1.0,Heavy oil,2996.0
17432,Car,10.0,1.0,Heavy oil,2996.0
17433,Car,2.0,1.0,Heavy oil,1995.0
17435,Motorcycle over 500cc,7.0,1.0,Petrol,996.0
17436,Car,11.0,1.0,Petrol,1391.0
17439,Car,7.0,1.0,Petrol,1796.0
17441,Car,3.0,1.0,Petrol,1596.0
17442,Car,8.0,1.0,Petrol,1389.0
17443,Car,9.0,1.0,Petrol,998.0
17445,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,7300.0
17446,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,7300.0
17448,Motorcycle over 125cc and up to 500cc,2.0,1.0,Petrol,498.0
17449,Car,7.0,1.0,Heavy oil,1905.0
17452,Car,9.0,1.0,Petrol,1799.0
17453,Car,2.0,1.0,Petrol,1198.0
17455,Car,6.0,1.0,Petrol,1396.0
17456,Car,6.0,1.0,Petrol,1396.0
17457,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,7300.0
17458,Car,6.0,1.0,Petrol,1800.0
17459,Car,13.0,1.0,Petrol,1796.0
17460,Car,12.0,1.0,Petrol,1299.0
17461,Car,12.0,1.0,Petrol,1391.0
17462,Car,12.0,1.0,Petrol,1391.0
17463,Car,10.0,1.0,Petrol,1997.0
17464,Car,11.0,1.0,Heavy oil,1905.0
17465,Car,8.0,1.0,Petrol,2438.0
17466,Car,4.0,1.0,Petrol,1598.0
17467,Car,7.0,1.0,Heavy oil,1896.0
17469,Car,3.0,1.0,Petrol,1596.0
17470,Motorcycle over 500cc,7.0,1.0,Petrol,918.0
17471,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
17472,Van / Goods 3.5 tonnes mgw or under,5.0,1.0,Heavy oil,1896.0
17473,Motorcycle over 125cc and up to 500cc,1.0,1.0,Petrol,244.0
17474,Car,7.0,1.0,Heavy oil,1998.0
17475,Car,8.0,1.0,Petrol,1598.0
17476,Car,6.0,1.0,Petrol,1124.0
17477,Car,6.0,1.0,Petrol,1124.0
17478,Car,8.0,1.0,Petrol,2793.0
17482,Van / Goods 3.5 tonnes mgw or under,11.0,1.0,Heavy oil,1753.0
17483,Car,9.0,1.0,Petrol,1796.0
17484,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
17485,Car,12.0,1.0,Petrol,1275.0
17486,Car,8.0,1.0,Petrol,999.0
17487,Car,8.0,1.0,Petrol,999.0
17488,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1461.0
17491,Car,9.0,1.0,Heavy oil,2497.0
17496,Car,8.0,1.0,Petrol,1597.0
17500,Car,1.0,1.0,Heavy oil,1998.0
17501,Car,6.0,1.0,Petrol,1796.0
17502,Car,4.0,1.0,Petrol,1341.0
17505,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Heavy oil,1998.0
17506,Car,2.0,1.0,Heavy oil,1870.0
17507,Car,2.0,1.0,Heavy oil,1995.0
17508,Car,7.0,1.0,Petrol,1392.0
17509,Car,13.0,1.0,Petrol,1396.0
17510,Car,9.0,1.0,Petrol,1799.0
17511,Car,9.0,1.0,Petrol,1799.0
17513,Car,5.0,1.0,Petrol,1998.0
17514,Car,14.0,1.0,Petrol,2479.0
17515,Car,11.0,1.0,Petrol,1597.0
17516,Car,14.0,1.0,Heavy oil,2440.0
17521,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
17522,Car,14.0,1.0,Petrol,2959.0
17523,Car,1.0,1.0,Petrol,3246.0
17524,Car,11.0,1.0,Petrol,1119.0
17526,Car,10.0,1.0,Petrol,1360.0
17527,Car,12.0,1.0,Petrol,1796.0
17528,Car,12.0,1.0,Petrol,1796.0
17529,Car,13.0,1.0,Petrol,1796.0
17530,Car,13.0,1.0,Petrol,1829.0
17531,Car,10.0,1.0,Petrol,1196.0
17532,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,9600.0
17534,Car,6.0,1.0,Petrol,1796.0
17535,Car,15.0,1.0,Petrol,1597.0
17536,Car,15.0,1.0,Petrol,1597.0
17537,Car,15.0,1.0,Petrol,1597.0
17539,Car,12.0,1.0,Petrol,1392.0
17541,Car,1.0,1.0,Petrol,1086.0
17542,Car,11.0,1.0,Heavy oil,1488.0
17543,Car,11.0,1.0,Heavy oil,1488.0
17544,Car,14.0,1.0,Petrol,1388.0
17549,Car,18.0,1.0,Petrol,1598.0
17550,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,3900.0
17556,Car,10.0,1.0,Petrol,1598.0
17557,Car,12.0,1.0,Petrol,1994.0
17559,Car,8.0,1.0,Petrol,1391.0
17562,Car,16.0,1.0,Petrol,1598.0
17564,Car,9.0,1.0,Heavy oil,1753.0
17568,Car,4.0,1.0,Petrol,1149.0
17569,Car,16.0,1.0,Petrol,3590.0
17570,Car,10.0,1.0,Heavy oil,1870.0
17571,Car,6.0,1.0,Heavy oil,1868.0
17572,Car,2.0,1.0,Petrol,1998.0
17573,Car,5.0,1.0,Petrol,1498.0
17574,Car,10.0,1.0,Petrol,1796.0
17575,Car,9.0,1.0,Petrol,1589.0
17576,Car,7.0,1.0,Petrol,1799.0
17577,Car,4.0,1.0,Petrol,2597.0
17578,Car,18.0,1.0,Petrol,1270.0
17579,Car,18.0,1.0,Petrol,1270.0
17582,Car,11.0,1.0,Petrol,1988.0
17583,Car,2.0,1.0,Petrol,1796.0
17584,Car,9.0,1.0,Petrol,1120.0
17586,Bus or coach (17 or more pass seats),6.0,1.0,Heavy oil,-1.0
