,Vehicle_Type,Age_of_Vehicle,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Engine_Capacity_(CC)
11032,Goods 7.5 tonnes mgw and over,4.0,1.0,Heavy oil,12600.0
11034,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
11036,Car,6.0,1.0,Petrol,1762.0
11037,Motorcycle 125cc and under,10.0,1.0,Petrol,85.0
11039,Car,6.0,1.0,Petrol,973.0
11042,Car,9.0,1.0,Petrol,1850.0
11043,Car,1.0,1.0,Petrol,1769.0
11045,Car,7.0,1.0,Petrol,1781.0
11046,Car,7.0,1.0,Petrol,1781.0
11047,Car,13.0,1.0,Petrol,1118.0
11050,Car,12.0,1.0,Petrol,1998.0
11053,Car,10.0,1.0,Heavy oil,2180.0
11054,Car,2.0,1.0,Petrol,973.0
11055,Car,6.0,1.0,Petrol,1587.0
11056,Car,14.0,1.0,Petrol,988.0
11057,Car,10.0,1.0,Petrol,2000.0
11058,Motorcycle over 500cc,7.0,1.0,Petrol,600.0
11060,Car,6.0,1.0,Petrol,1300.0
11061,Car,2.0,1.0,Petrol,1240.0
11062,Car,3.0,1.0,Petrol,1596.0
11063,Car,2.0,1.0,Petrol,1798.0
11065,Car,7.0,1.0,Petrol,1991.0
11067,Car,5.0,1.0,Petrol,1242.0
11069,Minibus (8 - 16 passenger seats),4.0,1.0,Heavy oil,2689.0
11071,Motorcycle over 500cc,6.0,1.0,Petrol,645.0
11072,Car,3.0,1.0,Petrol,1998.0
11073,Car,5.0,1.0,Petrol,1598.0
11074,Motorcycle over 500cc,16.0,1.0,Petrol,748.0
11075,Motorcycle over 500cc,16.0,1.0,Petrol,748.0
11076,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
11077,Car,6.0,1.0,Petrol,1762.0
11078,Car,16.0,1.0,Petrol,999.0
11080,Car,12.0,1.0,Petrol,1493.0
11081,Car,12.0,1.0,Petrol,1493.0
11082,Car,4.0,1.0,Petrol,1199.0
11083,Car,8.0,1.0,Petrol,1762.0
11084,Car,8.0,1.0,Petrol,1762.0
11085,Car,1.0,1.0,Heavy oil,2000.0
11086,Car,5.0,1.0,Petrol,1796.0
11087,Car,10.0,1.0,Petrol,1587.0
11088,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
11090,Car,1.0,1.0,Petrol,1596.0
11093,Car,1.0,1.0,Heavy oil,1997.0
11095,Car,1.0,1.0,Petrol,1149.0
11096,Car,3.0,1.0,Petrol,1388.0
11099,Car,9.0,1.0,Petrol,1997.0
11100,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
11101,Motorcycle 50cc and under,4.0,1.0,Petrol,49.0
11102,Car,10.0,1.0,Heavy oil,1686.0
11103,Car,1.0,1.0,Heavy oil,1868.0
11104,Car,5.0,1.0,Petrol,1242.0
11105,Car,9.0,1.0,Petrol,1998.0
11112,Car,9.0,1.0,Petrol,1796.0
11113,Car,4.0,1.0,Petrol,847.0
11114,Car,8.0,1.0,Petrol,1242.0
11115,Car,8.0,1.0,Petrol,1242.0
11116,Car,9.0,1.0,Petrol,1596.0
11117,Car,9.0,1.0,Petrol,1596.0
11119,Car,10.0,1.0,Heavy oil,1700.0
11123,Car,6.0,1.0,Petrol,1199.0
11124,Car,13.0,1.0,Petrol,1124.0
11126,Car,3.0,1.0,Petrol,1996.0
11127,Car,4.0,1.0,Petrol,1994.0
11128,Car,4.0,1.0,Petrol,1994.0
11129,Car,4.0,1.0,Petrol,1994.0
11130,Car,2.0,1.0,Petrol,1388.0
11131,Van / Goods 3.5 tonnes mgw or under,2.0,1.0,Heavy oil,1868.0
11132,Car,10.0,1.0,Petrol,1196.0
11139,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
11140,Car,6.0,1.0,Petrol,1781.0
11142,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,8268.0
11143,Motorcycle 125cc and under,8.0,1.0,Petrol,124.0
11144,Motorcycle 50cc and under,5.0,1.0,Petrol,49.0
11146,Car,6.0,1.0,Petrol,1596.0
11148,Car,16.0,1.0,Petrol,1597.0
11149,Car,10.0,1.0,Petrol,954.0
11150,Car,13.0,1.0,Petrol,1389.0
11151,Car,7.0,1.0,Petrol,1762.0
11152,Car,7.0,1.0,Petrol,1762.0
11154,Car,9.0,1.0,Petrol,1388.0
11155,Car,9.0,1.0,Petrol,1388.0
11156,Car,9.0,1.0,Petrol,1299.0
11158,Car,9.0,1.0,Petrol,1299.0
11159,Motorcycle 50cc and under,1.0,1.0,Petrol,49.0
11160,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Heavy oil,1868.0
11161,Motorcycle 125cc and under,10.0,1.0,Petrol,124.0
11163,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,1753.0
11165,Motorcycle 50cc and under,5.0,1.0,Petrol,49.0
11167,Car,5.0,1.0,Petrol,2000.0
11168,Car,9.0,1.0,Petrol,1120.0
11170,Car,9.0,1.0,Petrol,1119.0
11171,Car,3.0,1.0,Petrol,1796.0
11172,Car,3.0,1.0,Petrol,1796.0
11175,Motorcycle 50cc and under,1.0,1.0,Petrol,49.0
11178,Car,6.0,1.0,Petrol,1989.0
11180,Car,1.0,1.0,Petrol,698.0
11181,Car,1.0,1.0,Petrol,698.0
11183,Car,12.0,1.0,Petrol,1396.0
11184,Car,7.0,1.0,Petrol,1493.0
11185,Car,2.0,1.0,Petrol,1388.0
11186,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,5883.0
11188,Car,16.0,1.0,Petrol,1597.0
11189,Car,3.0,1.0,Heavy oil,1997.0
11190,Car,7.0,1.0,Petrol,1998.0
11191,Motorcycle 50cc and under,3.0,1.0,Petrol,49.0
11192,Car,5.0,1.0,Petrol,998.0
11196,Car,9.0,1.0,Petrol,1597.0
11197,Car,6.0,1.0,Petrol,1596.0
11199,Car,4.0,1.0,Petrol,1596.0
11200,Car,8.0,1.0,Petrol,1242.0
11201,Car,5.0,1.0,Petrol,1596.0
11202,Car,5.0,1.0,Petrol,1596.0
11203,Car,9.0,1.0,Petrol,1796.0
11204,Car,9.0,1.0,Petrol,1796.0
11205,Car,8.0,1.0,Petrol,1796.0
11206,Car,8.0,1.0,Petrol,1796.0
11209,Car,10.0,1.0,Petrol,1171.0
11211,Car,9.0,1.0,Petrol,1597.0
11212,Car,1.0,1.0,Heavy oil,1248.0
11213,Car,3.0,1.0,Petrol,1998.0
11214,Car,3.0,1.0,Petrol,1998.0
11217,Car,7.0,1.0,Petrol,1360.0
11220,Car,6.0,1.0,Petrol,1397.0
11225,Car,8.0,1.0,Petrol,1124.0
11226,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
11227,Car,1.0,1.0,Heavy oil,1870.0
11228,Car,6.0,1.0,Petrol,1242.0
11231,Car,2.0,1.0,Petrol,2488.0
11233,Car,8.0,1.0,Petrol,1796.0
11234,Car,11.0,1.0,Petrol,1598.0
11235,Car,10.0,1.0,Heavy oil,1753.0
11238,Taxi/Private hire car,9.0,1.0,Heavy oil,1905.0
11240,Car,17.0,1.0,Petrol,1397.0
11241,Car,17.0,1.0,Petrol,1397.0
11243,Car,2.0,1.0,Petrol,1388.0
11244,Car,2.0,1.0,Petrol,1388.0
11246,Car,6.0,1.0,Petrol,1597.0
11249,Car,2.0,1.0,Petrol,1299.0
11250,Car,2.0,1.0,Petrol,1299.0
11251,Car,2.0,1.0,Petrol,1390.0
11252,Car,11.0,1.0,Petrol,1995.0
11253,Car,3.0,1.0,Heavy oil,1994.0
11257,Car,8.0,1.0,Petrol,2598.0
11258,Car,8.0,1.0,Petrol,2598.0
11261,Car,3.0,1.0,Petrol,1388.0
11263,Van / Goods 3.5 tonnes mgw or under,14.0,1.0,Heavy oil,2068.0
11264,Car,4.0,1.0,Petrol,1796.0
11266,Car,2.0,1.0,Petrol,1360.0
11268,Car,10.0,1.0,Petrol,2771.0
11269,Car,10.0,1.0,Petrol,2771.0
11270,Car,8.0,1.0,Petrol,1396.0
11271,Car,8.0,1.0,Petrol,1392.0
11272,Car,2.0,1.0,Petrol,1388.0
11274,Car,8.0,1.0,Petrol,1493.0
11275,Van / Goods 3.5 tonnes mgw or under,1.0,1.0,Heavy oil,1753.0
11276,Car,6.0,1.0,Petrol,1588.0
11277,Car,1.0,1.0,Petrol,1388.0
11278,Car,14.0,1.0,Petrol,3430.0
11280,Car,10.0,1.0,Petrol,1298.0
11282,Car,1.0,1.0,Petrol,1596.0
11283,Car,14.0,1.0,Heavy oil,1753.0
11286,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
11288,Car,7.0,1.0,Petrol,1242.0
11289,Car,9.0,1.0,Petrol,1598.0
11290,Car,5.0,1.0,Heavy oil,1896.0
11291,Car,5.0,1.0,Heavy oil,1896.0
11292,Car,1.0,1.0,Petrol,1242.0
11295,Car,2.0,1.0,Petrol,1794.0
11297,Car,15.0,1.0,Petrol,1396.0
11298,Car,2.0,1.0,Petrol,1240.0
11299,Car,4.0,1.0,Petrol,1390.0
11300,Car,4.0,1.0,Petrol,1390.0
11301,Car,1.0,1.0,Petrol,1242.0
11302,Car,12.0,1.0,Petrol,1124.0
11303,Car,12.0,1.0,Petrol,1124.0
11304,Car,6.0,1.0,Heavy oil,1994.0
11305,Car,5.0,1.0,Petrol,1299.0
11306,Car,8.0,1.0,Petrol,1598.0
11312,Car,8.0,1.0,Petrol,2494.0
11313,Car,8.0,1.0,Petrol,1242.0
11314,Car,10.0,1.0,Petrol,1997.0
11316,Car,6.0,1.0,Petrol,1390.0
11317,Car,6.0,1.0,Petrol,1390.0
11320,Motorcycle over 125cc and up to 500cc,2.0,1.0,Petrol,499.0
11321,Car,8.0,1.0,Petrol,1849.0
11322,Car,1.0,1.0,Petrol,998.0
11323,Car,7.0,1.0,Petrol,1796.0
11324,Car,4.0,1.0,Petrol,1299.0
11325,Car,5.0,1.0,Petrol,1390.0
11326,Car,2.0,1.0,Heavy oil,1910.0
11329,Car,5.0,1.0,Petrol,2198.0
11331,Car,2.0,1.0,Petrol,1794.0
11332,Car,2.0,1.0,Petrol,1794.0
11333,Motorcycle over 500cc,8.0,1.0,Petrol,598.0
11336,Car,10.0,1.0,Petrol,1391.0
11337,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
11338,Car,9.0,1.0,Petrol,1597.0
11339,Car,6.0,1.0,Heavy oil,1974.0
11341,Car,4.0,1.0,Petrol,1299.0
11342,Car,8.0,1.0,Petrol,1796.0
11343,Car,6.0,1.0,Petrol,1600.0
11344,Car,6.0,1.0,Petrol,1600.0
11350,Motorcycle over 500cc,9.0,1.0,Petrol,647.0
11351,Car,12.0,1.0,Petrol,1392.0
11352,Car,19.0,1.0,Heavy oil,2500.0
11353,Car,7.0,1.0,Petrol,1242.0
11355,Motorcycle over 125cc and up to 500cc,4.0,1.0,Petrol,499.0
11356,Car,3.0,1.0,Petrol,1679.0
11358,Car,9.0,1.0,Petrol,1242.0
11359,Car,9.0,1.0,Petrol,1242.0
11360,Car,6.0,1.0,Petrol,1795.0
11361,Car,6.0,1.0,Petrol,1795.0
11363,Motorcycle 125cc and under,6.0,1.0,Petrol,124.0
11364,Car,3.0,1.0,Petrol,999.0
11365,Car,10.0,1.0,Petrol,1390.0
11367,Car,11.0,1.0,Petrol,1493.0
11368,Car,4.0,1.0,Petrol,1596.0
11370,Car,16.0,1.0,Petrol,957.0
11371,Motorcycle 125cc and under,2.0,1.0,Petrol,125.0
11372,Car,13.0,1.0,Petrol,1590.0
11373,Car,13.0,1.0,Petrol,1590.0
11374,Car,7.0,1.0,Petrol,1498.0
11375,Car,10.0,1.0,Petrol,1391.0
11376,Car,6.0,1.0,Heavy oil,1896.0
11377,Car,6.0,1.0,Heavy oil,1896.0
11380,Car,7.0,1.0,Petrol,1597.0
11383,Car,2.0,1.0,Heavy oil,1398.0
11384,Car,3.0,1.0,Petrol,1298.0
11386,Car,15.0,1.0,Petrol,1796.0
11388,Car,1.0,1.0,Petrol,1596.0
11390,Car,6.0,1.0,Petrol,1242.0
11391,Car,12.0,1.0,Petrol,1991.0
11392,Goods over 3.5t. and under 7.5t,5.0,1.0,Heavy oil,5880.0
11394,Car,11.0,1.0,Petrol,1299.0
11395,Car,2.0,1.0,Petrol,1587.0
11401,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
11403,Car,3.0,1.0,Petrol,1299.0
11404,Car,10.0,1.0,Petrol,1120.0
11405,Car,12.0,1.0,Petrol,3199.0
11406,Car,6.0,1.0,Petrol,1587.0
11407,Car,8.0,1.0,Petrol,1392.0
11408,Car,6.0,1.0,Petrol,1242.0
11409,Motorcycle over 500cc,3.0,1.0,Petrol,600.0
11412,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
11414,Car,4.0,1.0,Petrol,1199.0
11417,Car,10.0,1.0,Petrol,1598.0
11419,Car,5.0,1.0,Petrol,1299.0
11420,Car,5.0,1.0,Petrol,1299.0
11421,Car,5.0,1.0,Petrol,1299.0
11422,Car,2.0,1.0,Heavy oil,1753.0
11423,Taxi/Private hire car,13.0,1.0,Heavy oil,2664.0
11425,Motorcycle 50cc and under,1.0,1.0,Petrol,49.0
11426,Motorcycle over 125cc and up to 500cc,6.0,1.0,Petrol,499.0
11427,Car,6.0,1.0,Petrol,2793.0
11429,Car,10.0,1.0,Petrol,1108.0
11430,Car,10.0,1.0,Heavy oil,2155.0
11433,Car,4.0,1.0,Petrol,1598.0
11434,Goods 7.5 tonnes mgw and over,1.0,1.0,Heavy oil,12000.0
11435,Car,11.0,1.0,Petrol,1390.0
11436,Car,13.0,1.0,Heavy oil,1769.0
11437,Car,7.0,1.0,Petrol,3498.0
11438,Car,7.0,1.0,Petrol,3498.0
11441,Car,6.0,1.0,Petrol,1149.0
11442,Car,4.0,1.0,Petrol,1999.0
11444,Car,10.0,1.0,Petrol,2256.0
11445,Car,4.0,1.0,Petrol,1388.0
11446,Car,11.0,1.0,Petrol,1468.0
11447,Car,5.0,1.0,Petrol,1600.0
11448,Car,9.0,1.0,Petrol,1596.0
11449,Car,17.0,1.0,Petrol,1993.0
11450,Van / Goods 3.5 tonnes mgw or under,7.0,1.0,Heavy oil,2798.0
11453,Car,2.0,1.0,Petrol,1360.0
11454,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
11455,Car,11.0,1.0,Heavy oil,1753.0
11456,Motorcycle over 500cc,8.0,1.0,Petrol,535.0
11458,Car,11.0,1.0,Heavy oil,4164.0
11459,Car,12.0,1.0,Petrol,1998.0
11460,Car,12.0,1.0,Petrol,1998.0
11461,Car,3.0,1.0,Petrol,1596.0
11462,Car,3.0,1.0,Heavy oil,1896.0
11463,Car,7.0,1.0,Petrol,1299.0
11464,Car,6.0,1.0,Heavy oil,1998.0
11466,Car,15.0,1.0,Petrol,1597.0
11468,Motorcycle 125cc and under,11.0,1.0,Petrol,85.0
11470,Car,8.0,1.0,Petrol,1498.0
11471,Car,14.0,1.0,Petrol,1590.0
11472,Car,7.0,1.0,Petrol,1389.0
11473,Car,2.0,1.0,Petrol,1388.0
11476,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
11477,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,8268.0
11478,Car,5.0,1.0,Petrol,1973.0
11479,Car,3.0,1.0,Petrol,1998.0
11480,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Heavy oil,2148.0
11481,Car,4.0,1.0,Petrol,1596.0
11485,Car,8.0,1.0,Petrol,1389.0
11486,Car,4.0,1.0,Petrol,1299.0
11487,Car,10.0,1.0,Petrol,1299.0
11490,Car,1.0,1.0,Petrol,1587.0
11491,Car,9.0,1.0,Petrol,1498.0
11493,Van / Goods 3.5 tonnes mgw or under,3.0,1.0,Heavy oil,1998.0
11494,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
11499,Car,7.0,1.0,Petrol,1598.0
11500,Car,7.0,1.0,Petrol,1597.0
11501,Car,16.0,1.0,Petrol,1297.0
11502,Car,16.0,1.0,Petrol,1297.0
11503,Car,8.0,1.0,Petrol,993.0
11505,Car,1.0,1.0,Heavy oil,1398.0
11506,Car,5.0,1.0,Heavy oil,1753.0
11507,Car,11.0,1.0,Petrol,1299.0
11508,Car,11.0,1.0,Petrol,1299.0
11509,Car,10.0,1.0,Petrol,2259.0
11510,Car,5.0,1.0,Petrol,1242.0
11512,Car,4.0,1.0,Petrol,1596.0
11513,Car,15.0,1.0,Petrol,1990.0
11517,Goods 7.5 tonnes mgw and over,7.0,1.0,Heavy oil,11021.0
11519,Car,3.0,1.0,Heavy oil,1995.0
11520,Car,4.0,1.0,Petrol,1598.0
11523,Car,12.0,1.0,Petrol,1590.0
11524,Car,2.0,1.0,Petrol,1149.0
11526,Car,2.0,1.0,Petrol,1468.0
11527,Car,10.0,1.0,Heavy oil,2180.0
11528,Car,3.0,1.0,Heavy oil,1997.0
11529,Car,1.0,1.0,Petrol,1149.0
11530,Car,1.0,1.0,Petrol,1149.0
11531,Car,3.0,1.0,Petrol,1598.0
11533,Car,9.0,1.0,Petrol,1299.0
11534,Car,10.0,1.0,Petrol,1119.0
11536,Car,4.0,1.0,Petrol,1796.0
11537,Car,9.0,1.0,Petrol,1796.0
11539,Car,5.0,1.0,Heavy oil,2487.0
11540,Car,11.0,1.0,Heavy oil,1973.0
11541,Van / Goods 3.5 tonnes mgw or under,9.0,1.0,Heavy oil,1686.0
11542,Car,4.0,1.0,Petrol,1242.0
11543,Car,6.0,1.0,Petrol,1299.0
11545,Car,1.0,1.0,Heavy oil,1896.0
11546,Car,7.0,1.0,Petrol,2792.0
11547,Car,16.0,1.0,Petrol,1990.0
11548,Van / Goods 3.5 tonnes mgw or under,6.0,1.0,Heavy oil,2494.0
11549,Van / Goods 3.5 tonnes mgw or under,6.0,1.0,Heavy oil,2494.0
11550,Taxi/Private hire car,9.0,1.0,Heavy oil,2664.0
11551,Taxi/Private hire car,9.0,1.0,Heavy oil,2664.0
11554,Car,9.0,1.0,Petrol,1984.0
11556,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,9600.0
11557,Motorcycle over 125cc and up to 500cc,4.0,1.0,Petrol,499.0
11560,Motorcycle 50cc and under,1.0,1.0,Petrol,49.0
11562,Car,6.0,1.0,Petrol,1396.0
11563,Car,12.0,1.0,Petrol,1119.0
11564,Car,9.0,1.0,Petrol,1396.0
11565,Car,9.0,1.0,Petrol,1396.0
11566,Car,9.0,1.0,Petrol,1396.0
11567,Bus or coach (17 or more pass seats),3.0,1.0,Heavy oil,7300.0
11568,Car,6.0,1.0,Heavy oil,1997.0
11569,Car,2.0,1.0,Heavy oil,1689.0
11570,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,11500.0
11571,Car,14.0,1.0,Petrol,2972.0
11572,Motorcycle 50cc and under,17.0,1.0,Petrol,49.0
11575,Motorcycle 125cc and under,15.0,1.0,Petrol,124.0
11576,Car,8.0,1.0,Petrol,1581.0
11577,Car,4.0,1.0,Heavy oil,2446.0
11581,Motorcycle over 125cc and up to 500cc,8.0,1.0,Petrol,1340.0
11582,Car,13.0,1.0,Petrol,1235.0
11583,Car,13.0,1.0,Petrol,1235.0
11584,Car,6.0,1.0,Petrol,1390.0
11585,Car,1.0,1.0,Petrol,1198.0
11586,Car,6.0,1.0,Petrol,998.0
11587,Car,3.0,1.0,Heavy oil,1461.0
11589,Car,6.0,1.0,Petrol,1590.0
11590,Car,15.0,1.0,Petrol,1984.0
11592,Car,11.0,1.0,Petrol,954.0
11594,Motorcycle over 500cc,10.0,1.0,Petrol,850.0
11597,Car,5.0,1.0,Petrol,1299.0
11598,Car,5.0,1.0,Petrol,1299.0
11599,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
11600,Car,9.0,1.0,Petrol,1390.0
11606,Car,6.0,1.0,Petrol,1396.0
11607,Car,7.0,1.0,Petrol,1998.0
11610,Motorcycle 125cc and under,18.0,1.0,Petrol,85.0
11611,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,11500.0
11613,Car,7.0,1.0,Petrol,1587.0
11614,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,5883.0
11615,Car,5.0,1.0,Petrol,1199.0
11617,Taxi/Private hire car,8.0,1.0,Heavy oil,2496.0
11618,Car,5.0,1.0,Petrol,1800.0
11619,Car,11.0,1.0,Petrol,1392.0
11620,Car,4.0,1.0,Petrol,1242.0
11621,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,7300.0
11623,Motorcycle 125cc and under,1.0,1.0,Petrol,125.0
11624,Car,5.0,1.0,Petrol,1360.0
11625,Car,15.0,1.0,Petrol,998.0
11626,Car,3.0,1.0,Petrol,1998.0
11627,Car,3.0,1.0,Petrol,1998.0
11629,Car,2.0,1.0,Petrol,1360.0
11631,Car,8.0,1.0,Heavy oil,2497.0
11633,Car,8.0,1.0,Petrol,1590.0
11635,Bus or coach (17 or more pass seats),4.0,1.0,Heavy oil,7300.0
11636,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
11637,Motorcycle over 500cc,5.0,1.0,Petrol,781.0
11640,Car,2.0,1.0,Heavy oil,1686.0
11642,Motorcycle over 500cc,4.0,1.0,Petrol,599.0
11643,Motorcycle over 500cc,5.0,1.0,Petrol,647.0
11645,Car,5.0,1.0,Petrol,2494.0
11646,Car,3.0,1.0,Petrol,3199.0
11647,Motorcycle over 500cc,4.0,1.0,Petrol,647.0
11648,Car,5.0,1.0,Petrol,1762.0
11649,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
11650,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,454.0
11651,Motorcycle over 500cc,6.0,1.0,Petrol,892.0
11652,Car,11.0,1.0,Petrol,1296.0
11653,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
11654,Motorcycle over 500cc,6.0,1.0,Petrol,599.0
11655,Motorcycle over 500cc,13.0,1.0,Petrol,600.0
11656,Car,9.0,1.0,Petrol,2259.0
11657,Car,8.0,1.0,Petrol,1781.0
11658,Motorcycle over 125cc and up to 500cc,5.0,1.0,Petrol,249.0
11659,Car,11.0,1.0,Petrol,1598.0
11662,Car,14.0,1.0,Petrol,1360.0
11664,Car,2.0,1.0,Petrol,1984.0
11665,Car,11.0,1.0,Petrol,1596.0
11669,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,8268.0
11671,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
11672,Motorcycle 125cc and under,3.0,1.0,Petrol,124.0
11673,Motorcycle over 500cc,7.0,1.0,Petrol,599.0
11674,Car,2.0,1.0,Petrol,1590.0
11675,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,9600.0
11676,Car,1.0,1.0,Heavy oil,1390.0
11677,Motorcycle 125cc and under,2.0,1.0,Petrol,124.0
11678,Motorcycle 125cc and under,6.0,1.0,Petrol,124.0
11680,Motorcycle over 500cc,6.0,1.0,Petrol,600.0
11683,Motorcycle over 500cc,4.0,1.0,Petrol,781.0
11686,Car,10.0,1.0,Petrol,1597.0
11687,Car,4.0,1.0,Petrol,1596.0
11689,Car,1.0,1.0,Petrol,1124.0
11690,Motorcycle over 500cc,7.0,1.0,Petrol,553.0
11691,Motorcycle 125cc and under,11.0,1.0,Petrol,124.0
11693,Motorcycle over 500cc,1.0,1.0,Petrol,996.0
11694,Motorcycle over 500cc,24.0,1.0,Petrol,549.0
11695,Car,13.0,1.0,Petrol,1272.0
11696,Van / Goods 3.5 tonnes mgw or under,8.0,1.0,Heavy oil,1753.0
11697,Car,6.0,1.0,Petrol,1390.0
11700,Car,15.0,1.0,Petrol,1796.0
11702,Car,6.0,1.0,Petrol,1299.0
11704,Car,1.0,1.0,Petrol,1124.0
11705,Car,6.0,1.0,Petrol,1998.0
11706,Motorcycle 125cc and under,7.0,1.0,Petrol,124.0
11708,Car,8.0,1.0,Petrol,1242.0
11710,Car,1.0,1.0,Petrol,1595.0
11711,Car,17.0,1.0,Petrol,1270.0
11712,Car,13.0,1.0,Petrol,1468.0
11713,Motorcycle over 500cc,3.0,1.0,Petrol,599.0
11714,Car,8.0,1.0,Petrol,1799.0
11715,Car,8.0,1.0,Petrol,1799.0
11719,Bus or coach (17 or more pass seats),1.0,1.0,Heavy oil,9200.0
11720,Car,5.0,1.0,Petrol,599.0
11721,Car,7.0,1.0,Petrol,1598.0
11722,Motorcycle 125cc and under,4.0,1.0,Petrol,124.0
11723,Car,6.0,1.0,Petrol,1360.0
11724,Motorcycle over 500cc,13.0,1.0,Petrol,583.0
11725,Car,6.0,1.0,Petrol,1796.0
11726,Car,6.0,1.0,Petrol,1598.0
11728,Motorcycle 50cc and under,3.0,1.0,Petrol,49.0
11729,Car,3.0,1.0,Petrol,1794.0
11731,Car,13.0,1.0,Petrol,1991.0
11732,Motorcycle 125cc and under,1.0,1.0,Petrol,100.0
11733,Motorcycle 125cc and under,1.0,1.0,Petrol,100.0
11734,Motorcycle over 500cc,3.0,1.0,Petrol,636.0
11736,Car,17.0,1.0,Petrol,1301.0
11737,Taxi/Private hire car,7.0,1.0,Heavy oil,2664.0
11741,Car,5.0,1.0,Petrol,1747.0
11742,Car,11.0,1.0,Petrol,1372.0
11743,Car,6.0,1.0,Petrol,1998.0
11744,Motorcycle over 500cc,3.0,1.0,Petrol,1261.0
11746,Car,8.0,1.0,Petrol,1796.0
11751,Motorcycle 50cc and under,2.0,1.0,Petrol,49.0
11752,Taxi/Private hire car,6.0,1.0,Heavy oil,2664.0
11753,Car,2.0,1.0,Petrol,1386.0
11755,Motorcycle over 500cc,7.0,1.0,Petrol,625.0
11756,Motorcycle over 125cc and up to 500cc,3.0,1.0,Petrol,498.0
11758,Car,7.0,1.0,Petrol,1796.0
11762,Car,2.0,1.0,Petrol,1999.0
11763,Motorcycle over 500cc,10.0,1.0,Petrol,892.0
11765,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
11767,Car,8.0,1.0,Petrol,899.0
11768,Car,5.0,1.0,Petrol,1975.0
11770,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,11500.0
11771,Car,8.0,1.0,Petrol,1799.0
11772,Car,11.0,1.0,Petrol,1994.0
11773,Motorcycle over 125cc and up to 500cc,3.0,1.0,Petrol,234.0
11774,Car,5.0,1.0,Petrol,1390.0
11775,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
11776,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,9600.0
11777,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,9600.0
11778,Bus or coach (17 or more pass seats),5.0,1.0,Heavy oil,9600.0
11782,Taxi/Private hire car,4.0,1.0,Heavy oil,2664.0
11783,Car,10.0,1.0,Petrol,1597.0
11785,Car,12.0,1.0,Petrol,1598.0
11787,Car,4.0,1.0,Petrol,1390.0
11788,Car,4.0,1.0,Petrol,1781.0
11789,Car,16.0,1.0,Petrol,954.0
11791,Car,9.0,1.0,Petrol,1995.0
11792,Car,7.0,1.0,Petrol,1598.0
11794,Car,6.0,1.0,Petrol,1149.0
11795,Motorcycle over 500cc,2.0,1.0,Petrol,988.0
11796,Van / Goods 3.5 tonnes mgw or under,11.0,1.0,Heavy oil,2189.0
11798,Car,4.0,1.0,Petrol,1587.0
11799,Bus or coach (17 or more pass seats),2.0,1.0,Heavy oil,7300.0
11801,Car,10.0,1.0,Petrol,1108.0
11802,Motorcycle over 125cc and up to 500cc,16.0,1.0,Petrol,400.0
11803,Car,6.0,1.0,Petrol,1985.0
11804,Motorcycle 125cc and under,1.0,1.0,Petrol,124.0
11805,Motorcycle 125cc and under,5.0,1.0,Petrol,100.0
11806,Car,5.0,1.0,Petrol,1242.0
11807,Car,7.0,1.0,Petrol,1985.0
